maintenance_key,maintenance_id,date_key,location_key,machine_key,employee_key,maintenance_type,maintenance_hours,downtime_hours,maintenance_cost
78,MNT-000078,20240905,60,1189,957,Corrective,3.57,9.44,3174.29
79,MNT-000079,20230510,84,423,1744,Preventive,4.21,4.47,2570.64
80,MNT-000080,20190303,50,450,273,Inspection,1.49,0.86,824.8
81,MNT-000081,20190723,100,925,578,Preventive,1.13,1.18,1174.16
82,MNT-000082,20201105,58,1997,3052,Preventive,4.51,3.52,1853.74
83,MNT-000083,20200209,61,797,4736,Corrective,2.93,9.15,1990.19
84,MNT-000084,20240809,81,868,4958,Corrective,2.12,7.3,2013.2
85,MNT-000085,20210609,97,415,4728,Corrective,1.2,2.69,1194.37
86,MNT-000086,20230724,59,1923,3095,Inspection,1.21,0.59,536.23
87,MNT-000087,20190717,54,1288,1536,Preventive,1.32,1.28,969.04
88,MNT-000088,20241028,69,47,3369,Preventive,1.85,1.41,1862.0
89,MNT-000089,20221113,74,892,3243,Corrective,2.23,5.76,2550.34
90,MNT-000090,20240608,66,107,2988,Corrective,1.91,5.37,2645.55
91,MNT-000091,20200219,73,941,1513,Preventive,2.91,2.65,2321.48
92,MNT-000092,20240507,65,998,1188,Preventive,0.99,0.89,1044.28
93,MNT-000093,20200604,82,1026,1068,Preventive,1.68,1.24,857.26
94,MNT-000094,20190809,95,1749,2892,Corrective,1.4,4.06,1230.88
95,MNT-000095,20200526,4,1897,4772,Inspection,0.95,0.57,769.84
96,MNT-000096,20220802,89,84,2393,Preventive,1.71,1.41,1425.13
97,MNT-000097,20191028,95,1820,797,Preventive,3.16,3.44,2476.54
98,MNT-000098,20230118,68,894,4976,Preventive,0.2,0.25,364.02
99,MNT-000099,20241208,35,1378,2972,Preventive,4.05,3.87,2410.78
100,MNT-000100,20190809,18,1103,4518,Preventive,1.66,1.38,778.75
101,MNT-000101,20231214,58,1997,3365,Inspection,0.51,0.36,593.91
102,MNT-000102,20210828,90,1070,4332,Corrective,0.84,2.46,672.09
103,MNT-000103,20230406,41,291,3941,Corrective,2.08,4.35,2643.91
104,MNT-000104,20220216,19,1669,4293,Preventive,2.12,1.98,1817.92
105,MNT-000105,20250316,49,1819,1047,Preventive,2.41,1.74,1634.35
106,MNT-000106,20220323,7,548,3502,Preventive,1.3,1.65,1435.04
107,MNT-000107,20250907,69,386,2547,Corrective,3.02,6.09,1512.79
108,MNT-000108,20211018,100,217,4958,Inspection,4.48,2.96,1956.22
109,MNT-000109,20240310,43,1844,3146,Preventive,4.09,3.04,1200.02
110,MNT-000110,20250106,6,78,4711,Corrective,3.4,10.61,3318.89
111,MNT-000111,20240818,57,188,950,Inspection,0.89,0.59,808.66
112,MNT-000112,20240620,54,1661,2473,Preventive,3.11,2.99,1770.32
113,MNT-000113,20241113,9,828,3975,Corrective,4.16,9.66,3138.75
114,MNT-000114,20241128,92,493,4930,Corrective,7.58,23.22,7063.06
115,MNT-000115,20220725,18,427,607,Inspection,4.22,2.32,3125.18
116,MNT-000116,20220102,77,1559,3318,Preventive,2.45,2.68,2235.86
117,MNT-000117,20211225,52,434,3712,Corrective,7.01,21.54,9583.73
118,MNT-000118,20200817,25,1093,4230,Preventive,0.57,0.46,566.67
119,MNT-000119,20191119,55,1121,3554,Preventive,2.11,1.59,1850.74
120,MNT-000120,20200403,9,433,2489,Inspection,2.39,1.25,1506.51
121,MNT-000121,20200829,13,1788,1099,Corrective,0.43,0.91,402.66
122,MNT-000122,20190426,93,1197,4585,Preventive,2.36,2.68,1462.45
123,MNT-000123,20221113,67,719,1710,Corrective,0.77,2.47,596.37
124,MNT-000124,20230909,90,198,1659,Preventive,3.29,2.53,1159.04
125,MNT-000125,20250430,80,1129,1668,Preventive,3.33,3.5,1739.93
126,MNT-000126,20240317,8,614,2019,Preventive,1.15,1.21,1045.55
127,MNT-000127,20220729,77,339,4686,Corrective,0.27,0.53,511.23
128,MNT-000128,20191217,100,543,4066,Preventive,2.69,2.62,1211.76
129,MNT-000129,20200227,27,1610,18,Preventive,7.38,6.58,4935.24
130,MNT-000130,20231218,19,745,2676,Corrective,4.81,10.19,3056.92
131,MNT-000131,20201130,7,242,1877,Corrective,1.26,3.39,1254.4
132,MNT-000132,20230204,98,249,4573,Inspection,0.61,0.35,388.17
133,MNT-000133,20201229,100,1318,832,Inspection,1.15,0.48,859.93
134,MNT-000134,20250630,57,974,1705,Preventive,2.07,1.97,1825.97
135,MNT-000135,20210106,12,1339,3575,Preventive,1.48,1.44,798.57
136,MNT-000136,20191010,57,1102,1981,Corrective,1.03,2.59,1051.19
137,MNT-000137,20190212,47,735,1844,Preventive,5.42,4.04,2699.3
138,MNT-000138,20200223,66,1143,4370,Preventive,5.21,4.07,4114.04
139,MNT-000139,20230706,41,1213,3172,Preventive,4.24,4.04,2959.13
140,MNT-000140,20250608,21,630,3045,Preventive,4.65,3.97,3741.59
141,MNT-000141,20250309,88,1531,438,Corrective,3.28,9.65,3145.28
142,MNT-000142,20240713,96,1315,2662,Preventive,2.75,3.04,2630.04
143,MNT-000143,20250721,19,589,2046,Preventive,1.0,0.87,804.12
144,MNT-000144,20200726,72,1526,4050,Preventive,4.2,3.23,2114.21
145,MNT-000145,20240103,42,525,1276,Preventive,2.58,2.01,1906.54
146,MNT-000146,20250725,18,792,4576,Corrective,1.67,3.61,976.55
147,MNT-000147,20240309,74,299,3625,Inspection,2.75,1.51,2059.13
148,MNT-000148,20251218,10,306,2060,Preventive,1.25,1.1,992.71
149,MNT-000149,20220903,69,563,3202,Preventive,1.02,1.11,1134.48
150,MNT-000150,20210827,68,894,2272,Corrective,2.08,4.56,2782.78
151,MNT-000151,20230828,21,470,1749,Preventive,1.37,1.12,1036.0
152,MNT-000152,20230722,52,888,494,Inspection,3.25,1.42,2366.74
153,MNT-000153,20220515,28,1908,2151,Preventive,1.78,2.02,902.88
154,MNT-000154,20240316,58,1872,1563,Corrective,1.89,4.91,1242.47
155,MNT-000155,20190603,16,703,1317,Corrective,3.72,12.3,3798.97
156,MNT-000156,20190210,64,1767,558,Corrective,0.45,1.13,558.35
157,MNT-000157,20220212,17,581,4302,Preventive,3.46,2.69,2701.36
158,MNT-000158,20211220,95,1941,2771,Preventive,1.25,1.35,645.33
159,MNT-000159,20190529,63,1111,853,Preventive,1.04,1.02,1071.22
160,MNT-000160,20190621,88,865,4939,Inspection,0.98,0.55,490.83
161,MNT-000161,20190506,30,1815,996,Inspection,1.73,0.96,1336.52
162,MNT-000162,20240925,41,924,1377,Preventive,4.1,3.27,2488.25
163,MNT-000163,20220203,50,1540,1842,Corrective,1.7,5.43,1921.49
164,MNT-000164,20230117,100,309,4940,Preventive,1.55,1.17,1127.78
165,MNT-000165,20251222,67,1362,3537,Preventive,1.29,1.49,1020.47
166,MNT-000166,20230315,63,363,2335,Preventive,1.44,1.51,1238.87
167,MNT-000167,20240221,55,929,2868,Preventive,0.98,0.78,885.14
168,MNT-000168,20240525,26,667,3206,Preventive,1.42,1.46,613.64
169,MNT-000169,20240803,36,1644,3299,Preventive,0.36,0.45,438.26
170,MNT-000170,20251102,45,809,2840,Corrective,0.79,1.55,489.13
171,MNT-000171,20250122,16,1160,3045,Corrective,1.58,3.36,1523.97
172,MNT-000172,20250219,17,1449,2507,Preventive,2.09,2.02,1853.52
173,MNT-000173,20240530,63,533,4863,Preventive,3.3,3.82,2445.65
174,MNT-000174,20230402,73,1499,586,Corrective,0.56,1.43,647.01
175,MNT-000175,20211207,78,159,1560,Preventive,5.01,4.05,2240.37
176,MNT-000176,20230203,65,1020,4456,Preventive,3.75,4.99,2399.41
177,MNT-000177,20210126,49,1662,97,Preventive,1.18,1.54,1272.93
178,MNT-000178,20231220,78,20,1235,Inspection,3.64,1.68,1650.86
179,MNT-000179,20200928,74,1503,2397,Corrective,8.31,24.0,6986.63
180,MNT-000180,20221108,84,921,2487,Preventive,3.38,3.55,2853.26
181,MNT-000181,20200817,65,349,4476,Preventive,0.38,0.42,520.53
182,MNT-000182,20191009,4,478,1403,Corrective,0.64,1.81,1033.68
183,MNT-000183,20220428,18,401,607,Preventive,0.88,1.18,759.36
184,MNT-000184,20200107,96,1464,2036,Corrective,1.94,5.52,1084.01
185,MNT-000185,20250524,67,1789,4540,Preventive,1.53,1.79,1645.33
186,MNT-000186,20200130,72,975,2543,Preventive,1.34,1.26,809.91
187,MNT-000187,20220906,57,303,903,Preventive,3.15,2.45,2859.22
188,MNT-000188,20200124,4,1801,1445,Preventive,2.56,3.11,1999.76
189,MNT-000189,20200423,59,785,1755,Corrective,2.79,6.8,2156.73
190,MNT-000190,20240928,91,774,4991,Preventive,1.73,1.38,713.34
191,MNT-000191,20240611,10,306,606,Corrective,3.07,10.4,2212.16
192,MNT-000192,20211130,83,381,2331,Preventive,4.45,4.03,3409.39
193,MNT-000193,20200413,29,1435,1995,Corrective,0.18,0.4,367.31
194,MNT-000194,20240703,78,658,4359,Preventive,1.83,2.15,1749.35
195,MNT-000195,20220923,66,947,4857,Preventive,3.75,4.39,2333.15
196,MNT-000196,20231002,41,612,1483,Inspection,1.37,0.98,1078.89
197,MNT-000197,20200613,38,1685,3149,Preventive,2.3,1.67,925.7
198,MNT-000198,20230103,34,207,4727,Preventive,7.91,8.24,4868.02
199,MNT-000199,20210113,80,449,1242,Preventive,1.55,1.15,1449.66
200,MNT-000200,20211121,64,1971,1234,Preventive,2.67,2.83,1633.9
201,MNT-000201,20251022,28,1706,1810,Corrective,1.65,3.57,1325.47
202,MNT-000202,20200502,66,800,2410,Corrective,0.68,1.32,598.82
203,MNT-000203,20190920,30,1447,2469,Preventive,1.45,1.12,1252.47
204,MNT-000204,20210830,3,934,520,Corrective,3.25,9.27,4178.67
205,MNT-000205,20210104,74,1158,579,Preventive,4.07,5.32,2243.47
206,MNT-000206,20221226,69,1773,4810,Preventive,1.59,1.48,1287.85
207,MNT-000207,20210519,82,759,2732,Inspection,2.59,1.57,1109.33
208,MNT-000208,20200328,81,591,4252,Preventive,1.63,1.56,910.12
209,MNT-000209,20231108,39,990,1626,Preventive,3.47,3.21,2719.07
210,MNT-000210,20220907,45,1708,1400,Corrective,4.7,9.53,3869.58
211,MNT-000211,20240207,7,242,2231,Preventive,1.05,1.05,1207.39
212,MNT-000212,20200901,10,854,608,Preventive,5.53,6.89,3274.5
213,MNT-000213,20220602,25,1133,279,Inspection,2.45,1.24,1815.64
214,MNT-000214,20240308,14,369,1098,Preventive,2.98,3.41,1659.64
215,MNT-000215,20190810,20,328,169,Inspection,2.7,1.83,931.15
216,MNT-000216,20250808,35,598,4647,Corrective,1.87,6.53,2344.38
217,MNT-000217,20191002,42,525,1342,Corrective,3.76,11.59,1730.73
218,MNT-000218,20190503,68,1821,4843,Preventive,1.84,2.33,1348.89
219,MNT-000219,20230326,29,1299,4612,Preventive,3.07,2.61,2155.88
220,MNT-000220,20251204,60,720,1912,Preventive,3.48,4.15,3370.25
221,MNT-000221,20201105,22,259,214,Preventive,4.04,2.94,2699.26
222,MNT-000222,20210606,7,627,2832,Inspection,2.48,1.76,1139.91
223,MNT-000223,20240516,17,815,3118,Corrective,1.55,3.26,1167.4
224,MNT-000224,20240311,77,760,490,Preventive,1.07,1.2,783.54
225,MNT-000225,20250124,31,1590,3967,Corrective,1.87,3.8,1434.82
226,MNT-000226,20251214,20,1012,3313,Preventive,0.77,0.92,808.17
227,MNT-000227,20250920,42,1989,2097,Inspection,1.91,1.4,843.21
228,MNT-000228,20190729,31,1221,1499,Inspection,4.12,3.08,1774.61
229,MNT-000229,20200428,49,34,791,Inspection,3.35,1.65,2088.14
230,MNT-000230,20231005,16,1608,4047,Corrective,2.58,5.75,2369.35
231,MNT-000231,20210107,18,1809,1101,Inspection,0.96,0.63,967.3
232,MNT-000232,20220127,89,639,4431,Preventive,1.55,2.09,1175.29
233,MNT-000233,20220323,10,6,3818,Preventive,3.01,3.36,1292.47
234,MNT-000234,20221025,34,897,4434,Corrective,2.03,7.31,2180.34
235,MNT-000235,20210305,17,1387,1569,Inspection,4.14,1.76,3264.1
236,MNT-000236,20191009,42,525,1634,Corrective,2.54,7.61,3030.98
237,MNT-000237,20240611,72,1951,1484,Preventive,1.43,1.25,697.06
238,MNT-000238,20210503,27,673,1070,Corrective,1.88,3.68,871.99
239,MNT-000239,20191006,3,347,2383,Preventive,1.36,1.63,766.28
240,MNT-000240,20230813,58,1041,3254,Corrective,2.35,7.99,2528.99
241,MNT-000241,20241104,69,563,4656,Corrective,1.23,4.06,1736.32
242,MNT-000242,20200417,5,1310,3420,Preventive,1.44,1.63,1201.24
243,MNT-000243,20221109,96,1409,2211,Corrective,1.88,6.17,2845.24
244,MNT-000244,20220813,72,653,1413,Preventive,1.88,1.95,1123.88
245,MNT-000245,20221031,91,469,2020,Preventive,2.58,1.98,1218.26
246,MNT-000246,20251217,15,903,2403,Preventive,1.81,1.93,1568.78
247,MNT-000247,20200603,92,530,1381,Preventive,2.63,3.24,1445.73
248,MNT-000248,20210130,81,868,1169,Preventive,1.79,1.4,1102.98
249,MNT-000249,20211111,13,289,2222,Corrective,1.43,3.55,1459.91
250,MNT-000250,20250831,21,484,3579,Inspection,1.9,1.2,1122.91
251,MNT-000251,20231009,92,1895,3800,Inspection,2.13,0.98,1253.94
252,MNT-000252,20230211,9,482,3353,Preventive,2.13,1.6,1396.1
253,MNT-000253,20200812,96,754,3082,Preventive,2.3,2.04,1713.04
254,MNT-000254,20251207,34,1253,1375,Corrective,0.75,2.03,865.59
255,MNT-000255,20210522,52,426,648,Preventive,2.06,1.73,1887.46
256,MNT-000256,20230316,74,594,707,Preventive,3.08,3.01,2824.61
257,MNT-000257,20220205,79,235,1472,Inspection,2.01,1.27,952.09
258,MNT-000258,20190731,9,1519,222,Corrective,0.51,1.37,453.28
259,MNT-000259,20241013,78,649,4946,Inspection,2.06,1.52,899.64
260,MNT-000260,20200301,41,90,4869,Inspection,1.62,1.15,1264.64
261,MNT-000261,20240515,57,212,689,Corrective,0.6,2.0,701.79
262,MNT-000262,20240703,22,1415,1908,Corrective,1.61,5.44,1629.92
263,MNT-000263,20230921,74,1824,4159,Preventive,0.1,0.25,325.73
264,MNT-000264,20200806,12,512,4496,Corrective,1.47,4.2,1919.33
265,MNT-000265,20220214,96,1409,4925,Preventive,1.3,1.06,1154.88
266,MNT-000266,20220129,63,1688,4376,Inspection,3.06,2.13,1659.76
267,MNT-000267,20230806,72,1479,880,Preventive,0.82,0.99,563.45
268,MNT-000268,20190326,23,26,1131,Preventive,2.57,3.0,1052.01
269,MNT-000269,20190919,14,338,3002,Preventive,0.28,0.25,468.67
270,MNT-000270,20231210,68,280,3733,Preventive,4.93,5.52,4258.74
271,MNT-000271,20251222,35,780,4959,Corrective,1.51,3.31,1789.91
272,MNT-000272,20220321,52,350,219,Corrective,3.05,7.04,3750.7
273,MNT-000273,20241011,26,1235,3751,Corrective,1.39,3.26,1285.14
274,MNT-000274,20221020,23,379,679,Corrective,2.22,7.88,2087.3
275,MNT-000275,20230215,37,475,2184,Preventive,2.6,1.97,1038.17
276,MNT-000276,20231114,68,843,648,Preventive,2.48,2.28,2133.87
277,MNT-000277,20221130,85,913,3377,Preventive,4.6,4.97,2685.35
278,MNT-000278,20200928,93,1242,3096,Preventive,3.75,4.47,3012.32
279,MNT-000279,20210416,94,1063,3737,Corrective,2.29,6.86,2139.35
280,MNT-000280,20191022,30,917,2386,Preventive,1.2,0.92,926.89
281,MNT-000281,20190320,35,598,2689,Corrective,1.62,3.75,1751.15
282,MNT-000282,20200914,49,445,381,Inspection,2.69,1.15,1236.14
283,MNT-000283,20211013,78,697,438,Corrective,3.41,7.36,4372.18
284,MNT-000284,20200909,70,763,3366,Preventive,2.01,1.68,1588.33
285,MNT-000285,20200818,88,1480,3002,Preventive,1.8,1.38,818.01
286,MNT-000286,20200405,9,708,535,Preventive,0.2,0.25,311.17
287,MNT-000287,20250118,74,297,2732,Inspection,4.58,2.76,3961.25
288,MNT-000288,20221224,31,1221,3681,Preventive,2.79,2.5,1726.76
289,MNT-000289,20251121,89,1994,4793,Preventive,3.8,3.91,2034.99
290,MNT-000290,20200314,41,539,4361,Preventive,1.56,1.95,1639.83
291,MNT-000291,20230207,69,456,2993,Inspection,2.75,1.67,1464.37
292,MNT-000292,20210923,17,1271,497,Preventive,3.88,3.67,2450.01
293,MNT-000293,20211103,23,21,995,Corrective,1.13,2.72,1286.95
294,MNT-000294,20201107,96,1673,2663,Corrective,3.77,11.95,5099.42
295,MNT-000295,20220216,61,777,3776,Inspection,3.32,2.17,2801.23
296,MNT-000296,20200921,66,208,4755,Preventive,2.77,2.15,1678.93
297,MNT-000297,20231206,89,1039,760,Preventive,2.22,1.82,1449.57
298,MNT-000298,20250711,13,652,2162,Preventive,1.11,1.06,838.89
299,MNT-000299,20220921,77,910,1365,Inspection,2.18,1.36,1483.59
300,MNT-000300,20230223,100,1509,1124,Preventive,1.14,1.24,1108.98
301,MNT-000301,20250502,17,1405,3295,Preventive,7.35,5.79,3784.43
302,MNT-000302,20230103,32,1333,4892,Inspection,5.77,4.2,3078.63
303,MNT-000303,20230925,30,1815,13,Inspection,1.16,0.86,826.16
304,MNT-000304,20250301,37,475,2238,Preventive,0.67,0.83,543.41
305,MNT-000305,20250916,63,1641,3419,Preventive,3.12,3.47,3095.47
306,MNT-000306,20230129,48,1320,2073,Preventive,3.22,4.2,1475.47
307,MNT-000307,20200911,78,904,4438,Inspection,1.34,0.92,1153.46
308,MNT-000308,20210110,13,1331,1360,Corrective,0.94,2.47,1317.61
309,MNT-000309,20191009,59,1138,4611,Preventive,3.7,3.28,2836.95
310,MNT-000310,20200921,23,506,3341,Corrective,1.91,4.89,1238.25
311,MNT-000311,20191121,100,592,3059,Corrective,5.38,17.94,2894.04
312,MNT-000312,20201104,80,1118,3693,Inspection,3.47,2.15,1491.75
313,MNT-000313,20191210,88,1421,4282,Corrective,2.96,8.86,3217.68
314,MNT-000314,20240427,26,1235,1856,Inspection,1.93,0.99,820.9
315,MNT-000315,20200828,79,395,3035,Corrective,3.89,12.4,3576.48
316,MNT-000316,20190111,75,109,2480,Inspection,0.68,0.44,631.55
317,MNT-000317,20190214,63,213,2836,Preventive,1.76,1.33,1657.7
318,MNT-000318,20221107,52,430,1885,Corrective,2.45,6.28,1553.8
319,MNT-000319,20231026,20,328,3104,Preventive,1.62,1.57,1022.27
320,MNT-000320,20250606,74,1002,4313,Preventive,2.14,2.43,2034.1
321,MNT-000321,20221026,94,1633,1758,Inspection,1.19,0.73,1080.04
322,MNT-000322,20190329,100,925,961,Corrective,0.74,2.62,799.21
323,MNT-000323,20200330,95,1422,1446,Preventive,0.25,0.25,333.86
324,MNT-000324,20230513,44,129,3327,Preventive,4.41,3.69,2764.9
325,MNT-000325,20220928,21,1546,1505,Inspection,2.08,1.17,1505.86
326,MNT-000326,20190809,49,34,2676,Inspection,1.7,0.71,1017.03
327,MNT-000327,20240220,74,601,3852,Corrective,2.2,6.87,3408.06
328,MNT-000328,20201126,78,1867,4438,Inspection,1.81,1.33,1115.23
329,MNT-000329,20200102,65,1811,950,Corrective,1.23,3.86,883.38
330,MNT-000330,20210605,91,429,4746,Preventive,2.56,3.09,1473.89
331,MNT-000331,20191115,37,387,4136,Corrective,4.02,8.52,3017.24
332,MNT-000332,20240605,30,567,4123,Preventive,1.93,2.02,1625.31
333,MNT-000333,20210601,100,1144,4552,Preventive,2.08,1.91,1069.94
334,MNT-000334,20190513,72,1907,4619,Preventive,5.61,7.41,2805.22
335,MNT-000335,20230522,17,581,3730,Corrective,2.7,8.48,1480.98
336,MNT-000336,20211214,12,876,1588,Preventive,1.61,1.77,1387.64
337,MNT-000337,20240725,37,999,3688,Preventive,4.98,6.31,1861.2
338,MNT-000338,20240425,68,219,286,Inspection,1.27,0.81,1245.65
339,MNT-000339,20250823,74,172,1721,Preventive,2.65,2.03,1071.4
340,MNT-000340,20210908,25,568,3264,Preventive,4.39,4.84,2349.19
341,MNT-000341,20210402,37,1829,4065,Corrective,0.44,1.13,417.15
342,MNT-000342,20200322,82,1945,1765,Preventive,1.25,1.28,829.69
343,MNT-000343,20221011,82,679,856,Preventive,0.88,0.92,1013.05
344,MNT-000344,20220218,84,588,1416,Inspection,2.16,1.09,793.86
345,MNT-000345,20201121,34,83,80,Corrective,1.44,3.75,1829.39
346,MNT-000346,20230919,10,507,2899,Preventive,1.75,1.43,704.72
347,MNT-000347,20200603,12,460,3074,Preventive,3.09,4.1,2086.74
348,MNT-000348,20251224,8,971,107,Preventive,2.33,2.54,1351.38
349,MNT-000349,20231002,82,679,546,Inspection,1.93,1.05,1172.79
350,MNT-000350,20190909,91,1174,974,Preventive,0.84,0.91,846.26
351,MNT-000351,20250905,22,557,1675,Preventive,6.15,4.65,3541.2
352,MNT-000352,20230902,30,1903,783,Inspection,1.36,0.9,909.3
353,MNT-000353,20240324,1,716,3570,Preventive,4.76,5.24,2553.25
354,MNT-000354,20231106,10,854,1370,Inspection,5.86,4.34,2312.1
355,MNT-000355,20200826,48,1564,791,Inspection,3.82,1.78,1289.09
356,MNT-000356,20210913,85,196,3423,Corrective,1.5,3.24,1373.85
357,MNT-000357,20220906,25,1199,3106,Inspection,2.05,1.46,1759.69
358,MNT-000358,20200624,35,598,2296,Corrective,2.92,10.03,1768.56
359,MNT-000359,20230727,48,979,4117,Inspection,1.47,0.97,812.64
360,MNT-000360,20190913,49,1304,4339,Corrective,0.43,1.4,761.62
361,MNT-000361,20230615,25,801,4992,Inspection,1.69,1.21,1271.14
362,MNT-000362,20230207,85,196,493,Corrective,0.61,1.7,938.5
363,MNT-000363,20230630,35,642,1095,Preventive,0.78,0.9,832.49
364,MNT-000364,20221208,80,871,4612,Preventive,0.91,1.05,877.06
365,MNT-000365,20211013,42,1896,1099,Preventive,3.22,2.94,2026.67
