budget_key,budget_id,date_key,account_key,location_key,budget_category,budget_amount
73,BUD-000073,20190223,847,15,Payroll,19404.29
74,BUD-000074,20250115,213,52,Operations,35640.1
75,BUD-000075,20200410,145,95,Utilities,71534.56
76,BUD-000076,20220117,765,76,Operations,29100.86
77,BUD-000077,20210418,264,90,Maintenance,69426.38
78,BUD-000078,20191113,571,23,Revenue,27668.94
79,BUD-000079,20240108,532,98,Payroll,79331.69
80,BUD-000080,20230602,148,86,Maintenance,59222.67
81,BUD-000081,20221031,662,43,Revenue,24036.8
82,BUD-000082,20220511,880,64,Revenue,146984.66
83,BUD-000083,20231202,715,61,Operations,135898.84
84,BUD-000084,20210514,849,12,Operations,56461.96
85,BUD-000085,20200523,277,31,Maintenance,13758.56
86,BUD-000086,20240507,765,69,Utilities,128876.4
87,BUD-000087,20230922,409,33,Operations,108693.08
88,BUD-000088,20240517,23,46,Maintenance,39365.96
89,BUD-000089,20200808,789,76,Operations,131031.37
90,BUD-000090,20200319,254,53,Operations,33343.91
91,BUD-000091,20211126,62,24,Revenue,45500.3
92,BUD-000092,20230104,496,4,Utilities,63714.33
93,BUD-000093,20230409,45,19,Revenue,114115.01
94,BUD-000094,20211005,77,82,Revenue,32557.66
95,BUD-000095,20190713,608,82,Payroll,52032.97
96,BUD-000096,20200219,394,94,Operations,55213.33
97,BUD-000097,20210317,722,58,Revenue,34236.89
98,BUD-000098,20210401,170,59,Utilities,86764.64
99,BUD-000099,20220302,563,100,Payroll,49635.97
100,BUD-000100,20210721,95,74,Operations,29077.1
101,BUD-000101,20220304,737,45,Utilities,67282.74
102,BUD-000102,20241103,83,74,Utilities,44721.37
103,BUD-000103,20241231,557,33,Operations,65424.49
104,BUD-000104,20191005,52,26,Operations,50747.25
105,BUD-000105,20250729,179,1,Utilities,24569.71
106,BUD-000106,20231113,574,58,Payroll,169524.56
107,BUD-000107,20250302,439,62,Operations,94911.86
108,BUD-000108,20250606,30,54,Revenue,204478.48
109,BUD-000109,20211118,489,20,Revenue,118481.14
110,BUD-000110,20190518,709,84,Payroll,76140.93
111,BUD-000111,20190314,79,46,Operations,52817.61
112,BUD-000112,20200321,981,79,Maintenance,46773.76
113,BUD-000113,20231229,147,4,Revenue,46135.23
114,BUD-000114,20201007,209,14,Revenue,44024.28
115,BUD-000115,20201225,123,22,Revenue,33835.8
116,BUD-000116,20210521,22,64,Utilities,51248.07
117,BUD-000117,20200803,516,64,Payroll,32026.67
118,BUD-000118,20240728,148,32,Operations,138903.05
119,BUD-000119,20190709,683,62,Operations,172609.73
120,BUD-000120,20220927,755,2,Operations,41863.97
121,BUD-000121,20220719,3,49,Revenue,130290.43
122,BUD-000122,20240412,893,21,Utilities,52940.68
123,BUD-000123,20230214,426,32,Payroll,76616.3
124,BUD-000124,20241106,117,93,Operations,47576.3
125,BUD-000125,20210826,418,41,Operations,33596.09
126,BUD-000126,20210710,171,94,Operations,90700.95
127,BUD-000127,20240504,552,56,Operations,22795.55
128,BUD-000128,20220224,735,21,Maintenance,190595.89
129,BUD-000129,20200506,519,100,Operations,77260.09
130,BUD-000130,20200628,526,38,Operations,36952.03
131,BUD-000131,20250531,387,64,Maintenance,103893.15
132,BUD-000132,20251220,673,61,Revenue,148565.96
133,BUD-000133,20190416,671,28,Revenue,34931.97
134,BUD-000134,20200304,56,48,Payroll,38636.19
135,BUD-000135,20190519,714,100,Operations,29832.76
136,BUD-000136,20240918,719,6,Operations,44969.86
137,BUD-000137,20190210,933,59,Maintenance,98608.28
138,BUD-000138,20230719,104,45,Payroll,17017.55
139,BUD-000139,20230329,983,29,Revenue,130957.47
140,BUD-000140,20230920,445,32,Operations,165182.26
141,BUD-000141,20210826,740,12,Operations,173338.4
142,BUD-000142,20250802,674,61,Payroll,77308.8
143,BUD-000143,20240831,783,58,Payroll,62606.82
144,BUD-000144,20250104,462,45,Operations,20646.87
145,BUD-000145,20240711,144,15,Revenue,21359.94
146,BUD-000146,20231122,677,29,Maintenance,113547.43
147,BUD-000147,20190705,356,49,Maintenance,56625.07
148,BUD-000148,20221114,955,46,Utilities,19736.63
149,BUD-000149,20250620,387,35,Maintenance,106056.45
150,BUD-000150,20221019,142,66,Maintenance,75911.7
151,BUD-000151,20220328,551,66,Revenue,31382.85
152,BUD-000152,20200413,38,57,Operations,23229.05
153,BUD-000153,20250212,187,15,Operations,100753.18
154,BUD-000154,20190210,20,11,Utilities,96200.74
155,BUD-000155,20221124,614,50,Operations,18926.56
156,BUD-000156,20210103,973,22,Maintenance,26256.1
157,BUD-000157,20220426,47,54,Operations,41666.78
158,BUD-000158,20190901,616,97,Utilities,94250.03
159,BUD-000159,20220714,826,15,Utilities,63539.22
160,BUD-000160,20240310,83,80,Utilities,195221.92
161,BUD-000161,20230109,541,17,Revenue,97158.63
162,BUD-000162,20250507,356,75,Payroll,163388.6
163,BUD-000163,20190325,653,61,Revenue,36126.59
164,BUD-000164,20240410,75,100,Maintenance,121508.78
165,BUD-000165,20220522,162,26,Utilities,48972.34
166,BUD-000166,20241031,717,7,Payroll,130311.78
167,BUD-000167,20231029,734,58,Payroll,45924.48
168,BUD-000168,20200311,30,10,Operations,54591.7
169,BUD-000169,20200121,163,96,Payroll,25863.25
170,BUD-000170,20241212,647,53,Operations,67381.47
171,BUD-000171,20221212,554,33,Revenue,37041.36
172,BUD-000172,20241219,387,14,Revenue,64720.35
173,BUD-000173,20200723,778,51,Payroll,26318.01
174,BUD-000174,20200619,488,50,Operations,41395.19
175,BUD-000175,20210328,691,69,Maintenance,39367.66
176,BUD-000176,20190921,386,36,Payroll,95648.02
177,BUD-000177,20210113,746,91,Payroll,53518.26
178,BUD-000178,20220124,338,9,Payroll,72111.59
179,BUD-000179,20230616,186,35,Utilities,40581.91
180,BUD-000180,20200812,36,67,Operations,70667.98
181,BUD-000181,20250212,715,14,Payroll,34635.7
182,BUD-000182,20190316,292,22,Revenue,101164.17
183,BUD-000183,20230509,690,29,Revenue,28206.74
184,BUD-000184,20210824,802,78,Revenue,47421.15
185,BUD-000185,20250831,595,43,Revenue,62761.42
186,BUD-000186,20190927,766,27,Operations,45608.55
187,BUD-000187,20241007,959,59,Utilities,28047.47
188,BUD-000188,20190929,989,86,Maintenance,108753.08
189,BUD-000189,20201028,931,81,Revenue,90819.33
190,BUD-000190,20200918,47,21,Utilities,57173.2
191,BUD-000191,20210916,378,57,Revenue,95141.68
192,BUD-000192,20231012,283,70,Operations,73378.77
193,BUD-000193,20190610,108,91,Payroll,102596.34
194,BUD-000194,20240927,951,52,Payroll,69677.66
195,BUD-000195,20191109,60,51,Utilities,34428.44
196,BUD-000196,20220906,617,82,Operations,57410.44
197,BUD-000197,20200330,435,15,Utilities,29818.6
198,BUD-000198,20240205,343,3,Operations,117358.63
199,BUD-000199,20241026,368,1,Maintenance,76998.32
200,BUD-000200,20190710,925,86,Maintenance,42890.95
201,BUD-000201,20200809,920,28,Revenue,96244.18
202,BUD-000202,20230320,85,15,Operations,190552.05
203,BUD-000203,20211013,967,27,Payroll,75322.2
204,BUD-000204,20190401,443,96,Operations,183245.97
205,BUD-000205,20240630,416,51,Payroll,421117.8
206,BUD-000206,20230601,543,86,Maintenance,98315.58
207,BUD-000207,20201002,737,36,Operations,61778.0
208,BUD-000208,20220427,112,73,Maintenance,59745.48
209,BUD-000209,20201014,597,94,Revenue,38813.48
210,BUD-000210,20220713,696,4,Operations,83909.73
211,BUD-000211,20211109,165,9,Payroll,100503.72
212,BUD-000212,20190109,384,66,Operations,30509.51
213,BUD-000213,20250412,467,30,Utilities,57209.11
214,BUD-000214,20251113,885,94,Operations,18175.82
215,BUD-000215,20240406,882,81,Operations,29138.3
216,BUD-000216,20200321,450,94,Operations,153498.76
217,BUD-000217,20220707,342,7,Revenue,68218.49
218,BUD-000218,20210206,815,71,Operations,65810.0
219,BUD-000219,20220524,922,36,Maintenance,77921.89
220,BUD-000220,20250922,351,26,Revenue,50840.43
221,BUD-000221,20251204,110,50,Operations,48536.4
222,BUD-000222,20211104,347,75,Payroll,73721.38
223,BUD-000223,20250801,746,78,Revenue,217558.83
224,BUD-000224,20220303,217,39,Revenue,47365.59
225,BUD-000225,20240308,705,85,Payroll,23594.36
226,BUD-000226,20220910,964,23,Operations,36631.77
227,BUD-000227,20190812,227,52,Operations,27020.76
228,BUD-000228,20191207,448,55,Maintenance,21875.87
229,BUD-000229,20251010,152,90,Operations,103628.74
230,BUD-000230,20240329,715,22,Operations,34167.55
231,BUD-000231,20241108,428,13,Operations,56378.25
232,BUD-000232,20241004,940,67,Operations,77983.7
233,BUD-000233,20230327,524,48,Operations,162921.87
234,BUD-000234,20230107,151,91,Operations,16181.43
235,BUD-000235,20240815,61,17,Operations,79294.26
236,BUD-000236,20250615,237,89,Maintenance,144274.8
237,BUD-000237,20190223,164,41,Operations,26135.79
238,BUD-000238,20211220,578,86,Operations,74440.77
239,BUD-000239,20200806,710,60,Operations,46983.29
240,BUD-000240,20220805,260,81,Revenue,28876.3
241,BUD-000241,20240509,748,16,Revenue,139942.43
242,BUD-000242,20210222,35,14,Maintenance,193729.85
243,BUD-000243,20251007,318,84,Revenue,377724.86
244,BUD-000244,20190227,525,69,Revenue,38771.27
245,BUD-000245,20210917,83,29,Payroll,66370.67
246,BUD-000246,20200709,275,99,Operations,15315.12
247,BUD-000247,20201108,248,87,Operations,54321.65
248,BUD-000248,20200804,827,48,Revenue,27689.49
249,BUD-000249,20250109,432,24,Operations,80759.75
250,BUD-000250,20250924,763,91,Payroll,34329.03
251,BUD-000251,20200609,166,92,Operations,83934.7
252,BUD-000252,20231007,202,22,Operations,45098.87
253,BUD-000253,20211027,169,12,Revenue,280690.04
254,BUD-000254,20200521,792,6,Operations,40041.4
255,BUD-000255,20230909,260,7,Operations,54602.89
256,BUD-000256,20251122,208,32,Revenue,236618.92
257,BUD-000257,20191007,529,83,Maintenance,28717.82
258,BUD-000258,20201031,251,11,Payroll,22998.26
259,BUD-000259,20190106,455,57,Revenue,30580.5
260,BUD-000260,20191122,723,63,Operations,75934.31
261,BUD-000261,20190313,793,70,Payroll,53770.74
262,BUD-000262,20230729,890,61,Operations,44011.29
263,BUD-000263,20250915,700,77,Revenue,52962.22
264,BUD-000264,20190928,865,67,Utilities,120563.3
265,BUD-000265,20230221,631,24,Operations,61042.56
266,BUD-000266,20240524,934,99,Utilities,41332.85
267,BUD-000267,20220725,13,36,Operations,101130.44
268,BUD-000268,20211105,186,91,Maintenance,67692.71
269,BUD-000269,20251112,476,5,Operations,119865.12
270,BUD-000270,20221231,875,34,Payroll,116778.2
271,BUD-000271,20240801,486,77,Revenue,50404.59
272,BUD-000272,20240308,382,14,Payroll,64463.48
273,BUD-000273,20200331,357,97,Revenue,206877.49
274,BUD-000274,20230824,173,48,Operations,164114.2
275,BUD-000275,20220215,509,87,Revenue,63518.76
276,BUD-000276,20210815,936,8,Utilities,77262.97
277,BUD-000277,20221127,216,6,Revenue,30849.4
278,BUD-000278,20230304,972,37,Revenue,32361.95
279,BUD-000279,20190706,343,43,Utilities,66561.48
280,BUD-000280,20241117,974,63,Operations,74444.41
281,BUD-000281,20210912,739,74,Operations,39830.15
282,BUD-000282,20250821,417,34,Payroll,24685.45
283,BUD-000283,20190715,431,31,Operations,32675.3
284,BUD-000284,20211104,12,84,Operations,36504.97
285,BUD-000285,20231124,177,65,Operations,34437.77
286,BUD-000286,20221207,263,4,Maintenance,69942.92
287,BUD-000287,20221007,785,27,Operations,63435.83
288,BUD-000288,20190607,586,100,Operations,20429.17
289,BUD-000289,20231228,137,35,Operations,187674.65
290,BUD-000290,20190429,959,50,Utilities,101053.0
291,BUD-000291,20230207,247,70,Maintenance,45326.22
292,BUD-000292,20231107,325,27,Operations,174546.81
293,BUD-000293,20240619,845,89,Operations,157085.5
294,BUD-000294,20210203,829,13,Utilities,50084.29
295,BUD-000295,20250928,193,51,Operations,78599.32
296,BUD-000296,20190617,538,56,Operations,80744.75
297,BUD-000297,20201209,355,76,Operations,23947.11
298,BUD-000298,20190722,307,59,Utilities,77188.0
299,BUD-000299,20240611,304,10,Operations,99581.74
300,BUD-000300,20240717,378,71,Maintenance,78327.25
301,BUD-000301,20200805,980,71,Operations,31897.29
302,BUD-000302,20210522,388,85,Revenue,82481.53
303,BUD-000303,20240502,863,79,Maintenance,170949.66
304,BUD-000304,20210109,602,55,Revenue,21825.8
305,BUD-000305,20210712,55,25,Operations,28840.74
306,BUD-000306,20190606,774,64,Payroll,134093.86
307,BUD-000307,20211018,395,1,Revenue,115310.7
308,BUD-000308,20231102,14,20,Maintenance,51236.3
309,BUD-000309,20220328,76,29,Operations,77888.71
310,BUD-000310,20191023,539,5,Operations,68545.78
311,BUD-000311,20190330,321,3,Operations,72075.31
312,BUD-000312,20231009,389,91,Utilities,68261.7
313,BUD-000313,20210130,41,69,Maintenance,35345.75
314,BUD-000314,20240627,505,90,Operations,42059.02
315,BUD-000315,20250409,573,12,Payroll,199600.93
316,BUD-000316,20230413,751,82,Operations,17453.44
317,BUD-000317,20220817,187,6,Operations,15261.36
318,BUD-000318,20251203,136,75,Operations,30121.92
319,BUD-000319,20190204,432,40,Operations,57325.85
320,BUD-000320,20230813,284,34,Operations,38034.22
321,BUD-000321,20220928,510,92,Revenue,33203.7
322,BUD-000322,20220511,849,31,Payroll,112002.7
323,BUD-000323,20240807,723,17,Operations,25128.47
324,BUD-000324,20200713,211,76,Payroll,63931.01
325,BUD-000325,20201109,779,87,Revenue,41347.83
326,BUD-000326,20200925,864,67,Operations,49464.86
327,BUD-000327,20240505,980,84,Revenue,153411.03
328,BUD-000328,20231230,635,53,Revenue,12551.31
329,BUD-000329,20191211,12,89,Operations,54759.97
330,BUD-000330,20200210,184,89,Operations,50274.3
331,BUD-000331,20221226,987,82,Revenue,127505.91
332,BUD-000332,20220326,213,96,Maintenance,55298.28
333,BUD-000333,20220419,468,19,Maintenance,26252.39
334,BUD-000334,20200115,515,22,Operations,24862.24
335,BUD-000335,20220717,782,68,Utilities,61345.88
336,BUD-000336,20230724,177,4,Payroll,80151.1
337,BUD-000337,20211003,604,17,Maintenance,77254.72
338,BUD-000338,20240707,968,87,Operations,173780.75
339,BUD-000339,20250726,111,91,Operations,51681.23
340,BUD-000340,20230715,494,54,Operations,34117.63
341,BUD-000341,20231027,217,69,Operations,319071.61
342,BUD-000342,20200811,690,54,Payroll,29880.85
343,BUD-000343,20231110,465,67,Operations,53938.28
344,BUD-000344,20231030,858,36,Operations,131455.75
345,BUD-000345,20190803,220,51,Operations,50177.44
346,BUD-000346,20201203,462,79,Operations,15140.48
347,BUD-000347,20200924,984,93,Operations,24231.04
348,BUD-000348,20200710,184,73,Payroll,30800.06
349,BUD-000349,20210419,116,2,Maintenance,77756.89
350,BUD-000350,20241113,128,71,Maintenance,50061.11
351,BUD-000351,20201203,892,16,Operations,33583.45
352,BUD-000352,20220723,975,78,Maintenance,13839.86
353,BUD-000353,20200204,165,39,Maintenance,109191.91
354,BUD-000354,20241210,555,22,Maintenance,31518.09
355,BUD-000355,20190103,620,81,Revenue,77598.68
356,BUD-000356,20251019,918,23,Operations,96918.95
357,BUD-000357,20250906,675,24,Payroll,145925.62
358,BUD-000358,20210225,990,60,Revenue,26551.96
359,BUD-000359,20240525,206,24,Payroll,173973.37
360,BUD-000360,20190319,564,96,Operations,54196.87
361,BUD-000361,20230525,669,89,Operations,66909.39
362,BUD-000362,20210625,381,68,Utilities,50192.99
363,BUD-000363,20220701,930,3,Utilities,52080.24
364,BUD-000364,20190821,686,13,Payroll,22903.05
365,BUD-000365,20200107,153,31,Maintenance,56172.89
366,BUD-000366,20190529,440,10,Payroll,26222.64
367,BUD-000367,20190707,589,96,Maintenance,12620.75
368,BUD-000368,20251114,983,55,Utilities,46310.88
369,BUD-000369,20200427,374,61,Operations,100120.54
370,BUD-000370,20221226,62,80,Maintenance,174518.8
371,BUD-000371,20200501,657,11,Operations,99499.09
372,BUD-000372,20190128,673,4,Payroll,51880.77
373,BUD-000373,20241101,297,15,Operations,76511.4
374,BUD-000374,20220302,662,7,Utilities,70850.66
375,BUD-000375,20210127,943,39,Operations,18927.68
376,BUD-000376,20240424,387,58,Utilities,114060.87
377,BUD-000377,20211017,394,37,Operations,50405.72
378,BUD-000378,20230118,110,11,Operations,34962.5
379,BUD-000379,20200613,595,57,Operations,23105.62
380,BUD-000380,20220810,501,62,Operations,128579.48
381,BUD-000381,20191216,183,27,Revenue,43518.48
382,BUD-000382,20201111,423,64,Operations,20474.08
383,BUD-000383,20201205,842,23,Payroll,25543.66
384,BUD-000384,20220804,232,8,Utilities,36287.95
385,BUD-000385,20250709,990,94,Utilities,40560.13
386,BUD-000386,20190405,247,35,Operations,103379.32
387,BUD-000387,20201226,526,23,Operations,57721.58
388,BUD-000388,20230814,566,33,Operations,10582.54
389,BUD-000389,20211004,636,71,Operations,65223.21
390,BUD-000390,20250308,360,5,Utilities,73928.11
391,BUD-000391,20200324,468,10,Payroll,98710.23
392,BUD-000392,20230331,27,84,Payroll,79454.24
393,BUD-000393,20201129,571,35,Maintenance,39863.03
394,BUD-000394,20250430,895,80,Utilities,134288.17
395,BUD-000395,20240506,207,63,Maintenance,101857.52
396,BUD-000396,20200809,214,45,Payroll,34271.08
397,BUD-000397,20231207,796,62,Maintenance,91515.38
398,BUD-000398,20241030,414,6,Revenue,25597.0
399,BUD-000399,20251018,703,21,Utilities,301460.94
400,BUD-000400,20210518,329,21,Operations,172085.85
401,BUD-000401,20240205,994,41,Maintenance,33636.71
402,BUD-000402,20190618,263,54,Maintenance,66774.84
403,BUD-000403,20190426,369,50,Utilities,224299.67
404,BUD-000404,20220204,629,17,Revenue,32782.86
405,BUD-000405,20240510,48,40,Operations,78403.87
406,BUD-000406,20211226,110,82,Utilities,34930.76
407,BUD-000407,20210530,639,46,Revenue,23559.53
408,BUD-000408,20220626,636,91,Payroll,45535.54
409,BUD-000409,20190512,453,78,Payroll,29958.21
410,BUD-000410,20240902,129,17,Utilities,114867.68
411,BUD-000411,20210504,540,42,Operations,19131.02
412,BUD-000412,20201017,917,86,Operations,25201.55
413,BUD-000413,20190928,491,62,Payroll,50357.98
414,BUD-000414,20240409,899,9,Payroll,88377.58
415,BUD-000415,20210310,650,23,Operations,181735.42
416,BUD-000416,20230111,39,100,Maintenance,69570.24
417,BUD-000417,20210916,143,1,Payroll,168027.99
418,BUD-000418,20210914,201,76,Maintenance,64481.04
419,BUD-000419,20201219,269,93,Utilities,23396.15
420,BUD-000420,20201008,668,46,Operations,95578.65
421,BUD-000421,20231122,335,18,Maintenance,23569.83
422,BUD-000422,20230118,253,2,Payroll,89257.37
423,BUD-000423,20250524,693,64,Payroll,77485.91
424,BUD-000424,20200512,741,60,Operations,46050.77
425,BUD-000425,20210104,902,54,Maintenance,25123.79
426,BUD-000426,20200105,110,55,Revenue,45733.23
427,BUD-000427,20221213,54,70,Utilities,105704.42
428,BUD-000428,20191214,440,57,Maintenance,216667.33
429,BUD-000429,20200625,933,68,Payroll,30977.63
430,BUD-000430,20241010,320,46,Revenue,114813.07
431,BUD-000431,20190811,395,16,Payroll,116112.8
432,BUD-000432,20220904,29,84,Maintenance,43606.36
433,BUD-000433,20250510,250,59,Operations,50052.19
434,BUD-000434,20221209,965,10,Utilities,68865.74
435,BUD-000435,20200304,155,44,Revenue,88721.58
436,BUD-000436,20211120,597,59,Operations,57986.73
437,BUD-000437,20230608,275,37,Payroll,112343.55
438,BUD-000438,20250116,92,98,Operations,106929.3
439,BUD-000439,20231223,313,93,Utilities,46934.52
440,BUD-000440,20210823,729,52,Payroll,43811.93
441,BUD-000441,20220122,765,17,Payroll,31290.41
442,BUD-000442,20241116,711,77,Revenue,85647.94
443,BUD-000443,20250326,784,53,Operations,126866.75
444,BUD-000444,20240529,469,9,Operations,58067.0
445,BUD-000445,20210305,245,5,Maintenance,45159.05
446,BUD-000446,20241217,363,72,Maintenance,61052.67
447,BUD-000447,20250301,337,45,Revenue,144661.57
448,BUD-000448,20220731,53,75,Operations,56337.51
449,BUD-000449,20211129,384,47,Operations,74141.06
450,BUD-000450,20210127,707,62,Revenue,39924.37
451,BUD-000451,20230305,974,12,Operations,63337.04
452,BUD-000452,20240331,689,89,Operations,41346.87
453,BUD-000453,20200114,647,91,Operations,72409.66
454,BUD-000454,20250205,961,15,Maintenance,47370.53
455,BUD-000455,20251024,100,65,Payroll,209299.69
456,BUD-000456,20190829,594,3,Operations,36547.99
457,BUD-000457,20230216,673,64,Maintenance,20722.8
458,BUD-000458,20221109,245,55,Operations,29812.32
459,BUD-000459,20210613,926,25,Revenue,56604.46
460,BUD-000460,20200922,616,44,Maintenance,104835.28
461,BUD-000461,20191018,423,46,Operations,115317.71
462,BUD-000462,20190402,833,87,Utilities,79194.05
463,BUD-000463,20211020,87,98,Operations,36347.16
464,BUD-000464,20200121,658,55,Revenue,18869.56
465,BUD-000465,20250512,566,85,Payroll,63104.66
466,BUD-000466,20201027,207,70,Operations,33421.05
467,BUD-000467,20210906,284,29,Revenue,67014.42
468,BUD-000468,20251031,446,8,Operations,42012.03
469,BUD-000469,20200203,436,38,Revenue,58710.28
470,BUD-000470,20221217,911,57,Operations,36012.94
471,BUD-000471,20250116,65,52,Revenue,41737.04
472,BUD-000472,20221031,288,92,Operations,34311.23
473,BUD-000473,20251112,575,78,Operations,47934.98
474,BUD-000474,20240804,1000,11,Maintenance,59037.84
475,BUD-000475,20240713,209,66,Revenue,142941.83
476,BUD-000476,20251210,993,15,Payroll,131080.95
477,BUD-000477,20231109,136,15,Maintenance,147824.77
478,BUD-000478,20210720,789,53,Utilities,19368.03
479,BUD-000479,20220718,578,85,Maintenance,81716.39
480,BUD-000480,20250701,281,16,Utilities,28157.4
481,BUD-000481,20190501,680,5,Maintenance,38496.81
482,BUD-000482,20220102,984,68,Operations,33327.29
483,BUD-000483,20220107,478,48,Payroll,27904.97
484,BUD-000484,20240317,300,35,Payroll,60193.92
485,BUD-000485,20220306,863,100,Operations,46780.14
486,BUD-000486,20250305,207,79,Maintenance,83032.59
487,BUD-000487,20250218,272,25,Revenue,66065.49
488,BUD-000488,20240805,205,12,Operations,137151.61
489,BUD-000489,20210424,971,94,Payroll,76291.86
490,BUD-000490,20200618,798,30,Revenue,211865.29
491,BUD-000491,20231002,287,9,Operations,39514.31
492,BUD-000492,20210227,768,94,Operations,68854.33
493,BUD-000493,20200604,516,38,Maintenance,23910.67
494,BUD-000494,20210901,637,4,Operations,89679.57
495,BUD-000495,20230124,481,74,Utilities,39865.36
496,BUD-000496,20190915,152,65,Operations,40405.56
497,BUD-000497,20250726,161,79,Operations,94572.12
498,BUD-000498,20250114,291,7,Payroll,233349.64
499,BUD-000499,20200923,515,33,Utilities,239403.01
500,BUD-000500,20200109,544,81,Operations,41356.76
501,BUD-000501,20210907,559,27,Operations,119276.65
502,BUD-000502,20231014,776,5,Payroll,32106.81
503,BUD-000503,20200816,72,62,Operations,55635.69
504,BUD-000504,20201221,531,6,Maintenance,24155.19
505,BUD-000505,20210704,987,25,Operations,45926.53
506,BUD-000506,20190109,105,66,Payroll,169653.64
507,BUD-000507,20251011,586,34,Operations,37806.44
508,BUD-000508,20190311,156,52,Payroll,30415.35
509,BUD-000509,20221015,330,68,Operations,81458.53
510,BUD-000510,20250402,63,86,Maintenance,46439.09
511,BUD-000511,20210415,101,14,Operations,41683.64
512,BUD-000512,20210624,954,89,Operations,145746.72
513,BUD-000513,20200326,578,92,Operations,19766.71
514,BUD-000514,20250905,707,57,Operations,45723.06
515,BUD-000515,20250315,451,2,Payroll,178405.57
516,BUD-000516,20241205,695,46,Operations,42552.14
517,BUD-000517,20220603,280,21,Operations,84777.18
518,BUD-000518,20200617,332,76,Operations,69621.27
519,BUD-000519,20241120,919,87,Payroll,50716.22
520,BUD-000520,20210507,615,87,Utilities,82732.81
