energy_key,energy_id,date_key,location_key,machine_key,energy_source,energy_consumption
194,ENG-000194,20240922,41,213,Natural Gas,6235.595
195,ENG-000195,20220302,55,701,Natural Gas,6282.53
196,ENG-000196,20220510,57,2,Electricity,4065.262
197,ENG-000197,20200225,85,66,Diesel,2505.772
198,ENG-000198,20220108,4,1039,Electricity,3775.924
199,ENG-000199,20250326,75,884,Diesel,4429.862
200,ENG-000200,20220527,53,1826,Natural Gas,3255.518
201,ENG-000201,20241201,41,167,Diesel,3902.987
202,ENG-000202,20230120,3,900,Electricity,4203.426
203,ENG-000203,20250109,88,1197,Natural Gas,2032.304
204,ENG-000204,20230831,43,939,Electricity,4601.25
205,ENG-000205,20240807,97,968,Natural Gas,5257.392
206,ENG-000206,20240828,44,555,Diesel,7065.051
207,ENG-000207,20200507,44,1539,Diesel,2632.151
208,ENG-000208,20230821,83,599,Natural Gas,8105.511
209,ENG-000209,20220616,34,1094,Electricity,3804.661
210,ENG-000210,20220717,62,1654,Electricity,2319.13
211,ENG-000211,20241022,1,124,Diesel,2630.826
212,ENG-000212,20240216,77,1735,Natural Gas,3142.963
213,ENG-000213,20190703,83,684,Diesel,3826.485
214,ENG-000214,20220715,23,1914,Natural Gas,3467.615
215,ENG-000215,20200101,38,276,Natural Gas,2918.169
216,ENG-000216,20230224,51,662,Natural Gas,2413.753
217,ENG-000217,20210513,79,1783,Electricity,2118.587
218,ENG-000218,20211001,2,465,Electricity,1281.061
219,ENG-000219,20210318,6,482,Electricity,2025.762
220,ENG-000220,20190424,26,330,Natural Gas,1139.622
221,ENG-000221,20210315,86,657,Electricity,2340.105
222,ENG-000222,20201203,89,229,Natural Gas,8391.868
223,ENG-000223,20250208,89,619,Natural Gas,3226.013
224,ENG-000224,20250416,29,875,Electricity,3170.36
225,ENG-000225,20191203,69,569,Natural Gas,3219.924
226,ENG-000226,20250208,4,887,Diesel,3832.989
227,ENG-000227,20191216,98,1043,Natural Gas,3851.577
228,ENG-000228,20190422,72,1407,Diesel,3087.39
229,ENG-000229,20211231,86,1840,Electricity,1941.878
230,ENG-000230,20240308,40,972,Diesel,3180.949
231,ENG-000231,20220322,99,1361,Natural Gas,1677.174
232,ENG-000232,20250826,40,539,Electricity,4808.349
233,ENG-000233,20201002,71,1917,Diesel,6648.723
234,ENG-000234,20240708,99,1031,Diesel,675.394
235,ENG-000235,20210815,31,148,Natural Gas,4055.023
236,ENG-000236,20250614,55,687,Electricity,3128.873
237,ENG-000237,20230414,71,301,Electricity,4204.828
238,ENG-000238,20200821,38,223,Diesel,1418.006
239,ENG-000239,20201013,5,1249,Diesel,2078.637
240,ENG-000240,20191230,35,1966,Natural Gas,1882.435
241,ENG-000241,20240226,54,264,Electricity,7931.028
242,ENG-000242,20220411,1,1342,Diesel,4705.562
243,ENG-000243,20191101,48,109,Natural Gas,5708.88
244,ENG-000244,20211229,58,19,Natural Gas,2433.567
245,ENG-000245,20191219,73,1770,Electricity,1901.229
246,ENG-000246,20230530,90,490,Electricity,2025.664
247,ENG-000247,20240701,6,258,Natural Gas,3492.982
248,ENG-000248,20200606,38,433,Diesel,10558.286
249,ENG-000249,20200614,77,964,Natural Gas,2457.947
250,ENG-000250,20221130,100,287,Natural Gas,3401.25
251,ENG-000251,20190124,81,1076,Natural Gas,2197.182
252,ENG-000252,20190830,5,1246,Diesel,808.318
253,ENG-000253,20200417,31,655,Electricity,5119.385
254,ENG-000254,20221025,55,701,Diesel,5500.954
255,ENG-000255,20190320,85,1789,Natural Gas,1640.748
256,ENG-000256,20240921,100,1110,Natural Gas,2379.915
257,ENG-000257,20190326,55,1591,Electricity,10104.269
258,ENG-000258,20230211,29,1144,Diesel,3882.666
259,ENG-000259,20190727,4,1317,Electricity,6473.102
260,ENG-000260,20210216,65,1601,Diesel,3300.434
261,ENG-000261,20210318,91,863,Diesel,7883.265
262,ENG-000262,20220116,23,1157,Electricity,2137.715
263,ENG-000263,20221205,29,693,Natural Gas,4226.546
264,ENG-000264,20230328,68,1509,Electricity,2987.621
265,ENG-000265,20200913,77,1067,Diesel,2093.98
266,ENG-000266,20241203,37,1465,Electricity,2590.39
267,ENG-000267,20230308,32,1933,Electricity,2716.646
268,ENG-000268,20240514,4,103,Electricity,3400.826
269,ENG-000269,20241228,92,24,Electricity,3053.753
270,ENG-000270,20250302,54,1645,Electricity,3676.222
271,ENG-000271,20220706,55,1553,Diesel,5390.537
272,ENG-000272,20250808,53,736,Electricity,1586.756
273,ENG-000273,20250218,73,1362,Electricity,7426.066
274,ENG-000274,20220208,85,1295,Natural Gas,3489.516
275,ENG-000275,20191125,56,1740,Electricity,3243.034
276,ENG-000276,20240905,4,887,Diesel,2298.183
277,ENG-000277,20240420,97,1357,Natural Gas,10059.629
278,ENG-000278,20230110,29,521,Diesel,3726.841
279,ENG-000279,20210919,3,1102,Electricity,1829.294
280,ENG-000280,20250911,11,447,Electricity,3227.269
281,ENG-000281,20241031,5,1581,Natural Gas,5810.725
282,ENG-000282,20240507,53,1106,Diesel,1941.038
283,ENG-000283,20190920,57,1543,Natural Gas,1564.203
284,ENG-000284,20250908,60,990,Natural Gas,9380.698
285,ENG-000285,20210823,76,855,Natural Gas,7250.055
286,ENG-000286,20211030,22,452,Diesel,5004.666
287,ENG-000287,20200519,97,777,Electricity,6490.807
288,ENG-000288,20200410,23,714,Diesel,2679.92
289,ENG-000289,20220917,1,663,Natural Gas,1667.328
290,ENG-000290,20210630,41,822,Natural Gas,4157.471
291,ENG-000291,20250727,32,89,Natural Gas,1909.974
292,ENG-000292,20211123,57,1236,Natural Gas,7318.593
293,ENG-000293,20250910,18,230,Electricity,2652.425
294,ENG-000294,20251223,63,218,Natural Gas,5221.875
295,ENG-000295,20210319,75,1084,Diesel,6209.921
296,ENG-000296,20231008,57,1281,Natural Gas,4338.841
297,ENG-000297,20200804,29,963,Natural Gas,4666.008
298,ENG-000298,20230506,89,1015,Diesel,2839.38
299,ENG-000299,20240104,79,1948,Natural Gas,1763.495
300,ENG-000300,20190322,34,1772,Natural Gas,1730.158
301,ENG-000301,20200413,56,357,Natural Gas,2556.813
302,ENG-000302,20231024,53,161,Natural Gas,2074.312
303,ENG-000303,20230917,89,1626,Diesel,3794.616
304,ENG-000304,20241115,63,698,Electricity,1832.302
305,ENG-000305,20250730,15,978,Diesel,5775.349
306,ENG-000306,20241011,57,1731,Diesel,1582.554
307,ENG-000307,20231015,74,796,Diesel,5632.641
308,ENG-000308,20200602,71,1653,Electricity,962.413
309,ENG-000309,20200319,85,1474,Diesel,1342.299
310,ENG-000310,20220920,51,1993,Electricity,3553.96
311,ENG-000311,20210825,19,234,Natural Gas,3788.628
312,ENG-000312,20231124,95,203,Electricity,3123.916
313,ENG-000313,20230328,15,47,Natural Gas,4547.842
314,ENG-000314,20250610,97,659,Electricity,12698.201
315,ENG-000315,20230207,55,471,Natural Gas,5324.955
316,ENG-000316,20230120,71,1139,Diesel,1602.245
317,ENG-000317,20190819,53,706,Diesel,1210.868
318,ENG-000318,20201227,97,403,Electricity,10908.162
319,ENG-000319,20190106,100,427,Diesel,1978.524
320,ENG-000320,20190808,89,767,Diesel,6240.375
321,ENG-000321,20190504,38,294,Natural Gas,1356.041
322,ENG-000322,20211114,56,299,Electricity,5970.286
323,ENG-000323,20201013,53,1061,Electricity,3511.849
324,ENG-000324,20200704,23,1156,Diesel,1415.324
325,ENG-000325,20250916,86,1769,Natural Gas,1921.526
326,ENG-000326,20190618,35,1243,Electricity,1715.295
327,ENG-000327,20221105,7,1982,Diesel,3214.632
328,ENG-000328,20250129,31,664,Natural Gas,2702.471
329,ENG-000329,20190608,26,121,Natural Gas,3151.127
330,ENG-000330,20190319,51,974,Diesel,3933.643
331,ENG-000331,20220804,81,99,Electricity,3440.102
332,ENG-000332,20231213,44,151,Diesel,3159.639
333,ENG-000333,20190913,37,54,Natural Gas,6056.19
334,ENG-000334,20200913,81,1122,Electricity,1152.572
335,ENG-000335,20240902,88,1767,Natural Gas,3459.303
336,ENG-000336,20201103,99,272,Natural Gas,1094.145
337,ENG-000337,20250127,65,1077,Natural Gas,5151.309
338,ENG-000338,20250504,49,1130,Diesel,6381.115
339,ENG-000339,20220208,71,1653,Electricity,2564.632
340,ENG-000340,20211010,9,1456,Natural Gas,5276.582
341,ENG-000341,20190601,91,437,Electricity,11135.339
342,ENG-000342,20230218,51,480,Electricity,3242.233
343,ENG-000343,20250704,3,1101,Electricity,3958.226
344,ENG-000344,20201105,51,480,Diesel,938.084
345,ENG-000345,20230525,94,635,Electricity,5960.46
346,ENG-000346,20211004,18,1813,Electricity,646.344
347,ENG-000347,20240421,43,939,Electricity,7774.827
348,ENG-000348,20230222,19,62,Electricity,3139.727
349,ENG-000349,20191115,99,244,Diesel,2395.517
350,ENG-000350,20220324,51,1284,Electricity,4215.857
351,ENG-000351,20220209,20,861,Electricity,2244.439
352,ENG-000352,20210324,77,302,Diesel,2069.236
353,ENG-000353,20190625,32,1395,Diesel,2571.499
354,ENG-000354,20230908,81,1818,Natural Gas,4535.73
355,ENG-000355,20220505,4,1402,Diesel,7212.19
356,ENG-000356,20240224,100,427,Electricity,2538.075
357,ENG-000357,20191201,37,1334,Natural Gas,4554.058
358,ENG-000358,20250103,95,1434,Natural Gas,1503.99
359,ENG-000359,20220429,34,1772,Diesel,9892.618
360,ENG-000360,20190804,43,270,Diesel,5106.807
361,ENG-000361,20250228,71,32,Diesel,4617.722
362,ENG-000362,20241218,100,1676,Electricity,3849.163
363,ENG-000363,20190501,67,768,Diesel,10303.564
364,ENG-000364,20190313,92,851,Diesel,1628.725
365,ENG-000365,20191114,81,1372,Electricity,2814.224
366,ENG-000366,20220514,49,1754,Diesel,1579.621
367,ENG-000367,20191019,80,1528,Diesel,4812.239
368,ENG-000368,20190121,22,1711,Diesel,7223.553
369,ENG-000369,20240426,95,53,Natural Gas,975.947
370,ENG-000370,20250609,92,1477,Diesel,4359.44
371,ENG-000371,20200412,89,810,Electricity,5978.761
372,ENG-000372,20210215,90,782,Diesel,2480.06
373,ENG-000373,20230116,1,764,Electricity,2318.183
374,ENG-000374,20240306,71,3,Electricity,2595.518
375,ENG-000375,20240626,38,769,Natural Gas,1433.991
376,ENG-000376,20230314,7,305,Natural Gas,8012.293
377,ENG-000377,20230501,2,1371,Natural Gas,2713.097
378,ENG-000378,20200808,11,447,Natural Gas,5899.441
379,ENG-000379,20241121,4,1803,Natural Gas,3785.647
380,ENG-000380,20211207,86,1901,Natural Gas,4919.533
381,ENG-000381,20250119,63,574,Natural Gas,4260.986
382,ENG-000382,20230329,100,179,Natural Gas,3177.008
383,ENG-000383,20230525,38,1804,Diesel,3929.673
384,ENG-000384,20220716,90,1181,Natural Gas,2445.488
385,ENG-000385,20211022,20,784,Diesel,3910.926
386,ENG-000386,20190408,23,407,Diesel,4312.697
387,ENG-000387,20240127,53,1291,Electricity,3436.224
388,ENG-000388,20210129,6,1023,Natural Gas,3872.656
389,ENG-000389,20250614,22,1169,Diesel,9970.759
390,ENG-000390,20190519,41,1401,Electricity,3468.715
391,ENG-000391,20190910,20,640,Diesel,3603.876
392,ENG-000392,20190328,58,1868,Natural Gas,3113.093
393,ENG-000393,20220829,81,740,Electricity,1555.572
394,ENG-000394,20210630,95,370,Diesel,3776.863
395,ENG-000395,20230910,97,1977,Diesel,4592.806
396,ENG-000396,20250426,1,1119,Diesel,1721.837
397,ENG-000397,20200504,2,1695,Electricity,1021.343
398,ENG-000398,20250911,89,980,Natural Gas,5903.073
399,ENG-000399,20190222,38,351,Electricity,4069.425
400,ENG-000400,20241121,65,1727,Diesel,3530.401
401,ENG-000401,20210625,11,1171,Electricity,4069.799
402,ENG-000402,20210520,93,1515,Natural Gas,8647.705
403,ENG-000403,20191023,3,746,Diesel,5159.157
404,ENG-000404,20210331,44,394,Diesel,2174.108
405,ENG-000405,20190424,74,1494,Electricity,1446.224
406,ENG-000406,20241125,3,900,Diesel,6632.966
407,ENG-000407,20200905,55,349,Natural Gas,2371.916
408,ENG-000408,20220730,38,897,Electricity,1683.128
409,ENG-000409,20200825,53,743,Natural Gas,1850.338
410,ENG-000410,20221115,11,139,Electricity,2510.352
411,ENG-000411,20210721,85,469,Diesel,2811.779
412,ENG-000412,20230309,91,557,Natural Gas,3579.105
413,ENG-000413,20190116,8,734,Natural Gas,4718.642
414,ENG-000414,20220503,2,155,Diesel,2510.882
415,ENG-000415,20191116,8,1415,Natural Gas,3009.665
416,ENG-000416,20221128,72,1348,Electricity,4328.765
417,ENG-000417,20231213,98,475,Electricity,4047.063
418,ENG-000418,20230722,40,682,Diesel,2373.571
419,ENG-000419,20211231,60,1799,Natural Gas,5935.608
420,ENG-000420,20251001,6,1762,Diesel,797.892
421,ENG-000421,20220215,63,698,Natural Gas,3245.438
422,ENG-000422,20200305,19,776,Diesel,2087.682
423,ENG-000423,20191112,77,534,Diesel,2998.208
424,ENG-000424,20250731,92,702,Natural Gas,2992.918
425,ENG-000425,20200119,43,1224,Diesel,3467.873
426,ENG-000426,20221222,43,1326,Natural Gas,2690.196
427,ENG-000427,20231011,51,1598,Diesel,2657.691
428,ENG-000428,20191018,22,537,Natural Gas,7056.509
429,ENG-000429,20211202,31,1812,Natural Gas,4102.013
430,ENG-000430,20200609,40,1073,Diesel,2591.208
431,ENG-000431,20210219,9,1344,Electricity,1411.362
432,ENG-000432,20250804,54,1599,Electricity,4392.361
433,ENG-000433,20230315,89,1615,Diesel,3727.304
434,ENG-000434,20210603,62,1445,Electricity,2032.314
435,ENG-000435,20250523,97,795,Natural Gas,2755.238
436,ENG-000436,20231207,65,199,Electricity,6524.634
437,ENG-000437,20210311,43,270,Natural Gas,14074.26
438,ENG-000438,20220809,72,21,Electricity,2327.604
439,ENG-000439,20200816,43,625,Diesel,4429.861
440,ENG-000440,20241127,4,1547,Electricity,5973.67
441,ENG-000441,20190716,41,960,Natural Gas,5622.48
442,ENG-000442,20220827,55,409,Diesel,7562.576
443,ENG-000443,20210715,35,1709,Natural Gas,3005.851
444,ENG-000444,20240507,67,425,Natural Gas,4673.036
445,ENG-000445,20240728,62,1839,Electricity,1084.307
446,ENG-000446,20191017,20,914,Electricity,3624.632
447,ENG-000447,20220622,69,337,Natural Gas,2867.908
448,ENG-000448,20230727,37,582,Diesel,7257.281
449,ENG-000449,20191103,79,1176,Natural Gas,3953.207
450,ENG-000450,20210420,43,1903,Natural Gas,8641.932
451,ENG-000451,20210208,71,749,Natural Gas,2772.096
452,ENG-000452,20230109,7,761,Natural Gas,4216.756
453,ENG-000453,20201228,3,1753,Electricity,3033.154
454,ENG-000454,20240923,54,508,Natural Gas,3897.996
455,ENG-000455,20200215,8,367,Diesel,5090.23
456,ENG-000456,20190822,29,1085,Natural Gas,8292.036
457,ENG-000457,20210610,95,1946,Natural Gas,3565.135
458,ENG-000458,20200404,19,1932,Electricity,3391.64
459,ENG-000459,20240411,89,767,Electricity,2370.692
460,ENG-000460,20190628,7,703,Diesel,2167.251
461,ENG-000461,20250125,32,1125,Diesel,4985.797
462,ENG-000462,20210427,48,849,Natural Gas,2688.138
463,ENG-000463,20210720,74,1718,Natural Gas,1839.288
464,ENG-000464,20230203,40,1710,Natural Gas,2412.399
465,ENG-000465,20190718,90,1181,Natural Gas,2117.305
466,ENG-000466,20210625,11,1895,Diesel,4435.725
467,ENG-000467,20240608,33,1825,Electricity,6646.886
468,ENG-000468,20230819,90,739,Electricity,1553.187
469,ENG-000469,20190828,69,1931,Natural Gas,1117.23
470,ENG-000470,20230406,9,13,Natural Gas,1898.359
471,ENG-000471,20210814,65,309,Electricity,1900.165
472,ENG-000472,20220606,62,726,Diesel,4907.751
473,ENG-000473,20221202,55,171,Diesel,1340.027
474,ENG-000474,20231228,84,651,Electricity,6966.749
475,ENG-000475,20200525,74,909,Natural Gas,2160.282
476,ENG-000476,20240625,48,1612,Electricity,5464.454
477,ENG-000477,20220104,69,1163,Natural Gas,5029.142
478,ENG-000478,20231202,15,38,Electricity,4689.612
479,ENG-000479,20250711,63,399,Natural Gas,1174.525
480,ENG-000480,20200627,32,158,Electricity,3549.78
481,ENG-000481,20190416,22,1253,Diesel,5555.595
482,ENG-000482,20240307,29,1380,Electricity,8943.177
483,ENG-000483,20220524,18,1328,Natural Gas,3617.14
484,ENG-000484,20220401,75,1084,Natural Gas,3066.951
485,ENG-000485,20221203,90,467,Natural Gas,908.948
486,ENG-000486,20240317,91,678,Diesel,1954.706
487,ENG-000487,20251213,54,508,Natural Gas,4349.383
488,ENG-000488,20191021,33,876,Diesel,6041.418
489,ENG-000489,20240924,72,1348,Natural Gas,2078.603
490,ENG-000490,20220906,20,513,Diesel,6772.393
491,ENG-000491,20240420,7,413,Natural Gas,6001.158
492,ENG-000492,20190114,53,905,Diesel,1017.765
493,ENG-000493,20231231,83,1095,Natural Gas,2812.243
494,ENG-000494,20200222,34,1000,Diesel,1096.809
