machine_key,machine_id,location_key,machine_name,machine_type,installation_date,status
59,MCH-000059,74,Industrial Sawing Center 015,Cutting Machine,2017-03-09,Operational
60,MCH-000060,67,CNC Precision Mill 012,CNC Machine,2018-02-22,Operational
61,MCH-000061,88,High-Speed Labeling Machine 014,Packaging Machine,2018-03-22,Operational
62,MCH-000062,18,Servo Assembly Station 014,Assembly Machine,2018-06-05,Operational
63,MCH-000063,36,Robotic Assembly Cell 015,Assembly Machine,2018-03-07,Operational
64,MCH-000064,37,Precision Assembly Line 016,Assembly Machine,2017-07-06,Operational
65,MCH-000065,65,Case Sealing System 015,Packaging Machine,2017-08-03,Operational
66,MCH-000066,37,Servo Press System 008,Press Machine,2016-12-22,Operational
67,MCH-000067,44,Flexible Packaging Line 016,Packaging Machine,2016-08-30,Operational
68,MCH-000068,92,Automated Carton Packer 017,Packaging Machine,2017-11-14,Operational
69,MCH-000069,63,CNC Plasma Cutting System 016,Cutting Machine,2016-10-10,Operational
70,MCH-000070,54,CNC Vertical Machining Center 013,CNC Machine,2017-03-24,Operational
71,MCH-000071,33,CNC Horizontal Machining Center 014,CNC Machine,2016-02-14,Operational
72,MCH-000072,17,Hydraulic Press 009,Press Machine,2016-12-05,Operational
73,MCH-000073,64,Mechanical Stamping Press 010,Press Machine,2016-11-10,Operational
74,MCH-000074,18,Laser Cutting System 017,Cutting Machine,2017-09-05,Operational
75,MCH-000075,10,Precision Slitting Machine 018,Cutting Machine,2016-07-07,Operational
76,MCH-000076,48,Industrial Sawing Center 019,Cutting Machine,2017-10-24,Operational
77,MCH-000077,56,Automated Assembly Cell 017,Assembly Machine,2018-08-14,Operational
78,MCH-000078,6,Precision Forming Press 011,Press Machine,2018-07-15,Operational
79,MCH-000079,76,CNC Turning Center 015,CNC Machine,2017-11-01,Operational
80,MCH-000080,74,High-Speed Labeling Machine 018,Packaging Machine,2016-12-05,Operational
81,MCH-000081,57,Case Sealing System 019,Packaging Machine,2017-01-02,Operational
82,MCH-000082,4,Servo Press System 012,Press Machine,2017-11-29,Operational
83,MCH-000083,34,Servo Assembly Station 018,Assembly Machine,2016-02-24,Operational
84,MCH-000084,89,CNC Plasma Cutting System 020,Cutting Machine,2018-09-20,Operational
85,MCH-000085,36,Hydraulic Press 013,Press Machine,2016-04-30,Operational
86,MCH-000086,54,Laser Cutting System 021,Cutting Machine,2017-03-17,Operational
87,MCH-000087,67,Flexible Packaging Line 020,Packaging Machine,2018-10-05,Operational
88,MCH-000088,23,Robotic Assembly Cell 019,Assembly Machine,2018-11-07,Operational
89,MCH-000089,66,Mechanical Stamping Press 014,Press Machine,2017-12-17,Operational
90,MCH-000090,41,Automated Carton Packer 021,Packaging Machine,2017-08-05,Operational
91,MCH-000091,87,High-Speed Labeling Machine 022,Packaging Machine,2017-10-19,Operational
92,MCH-000092,5,Case Sealing System 023,Packaging Machine,2018-12-21,Operational
93,MCH-000093,93,Precision Assembly Line 020,Assembly Machine,2018-03-18,Operational
94,MCH-000094,93,Precision Forming Press 015,Press Machine,2016-03-18,Operational
95,MCH-000095,93,CNC Precision Mill 016,CNC Machine,2018-01-15,Operational
96,MCH-000096,23,Servo Press System 016,Press Machine,2016-01-01,Operational
97,MCH-000097,7,Precision Slitting Machine 022,Cutting Machine,2018-05-22,Inactive
98,MCH-000098,64,Flexible Packaging Line 024,Packaging Machine,2018-11-13,Operational
99,MCH-000099,44,Automated Assembly Cell 021,Assembly Machine,2018-10-17,Maintenance
100,MCH-000100,79,CNC Vertical Machining Center 017,CNC Machine,2018-05-09,Operational
101,MCH-000101,42,Industrial Sawing Center 023,Cutting Machine,2018-01-06,Operational
102,MCH-000102,60,Servo Assembly Station 022,Assembly Machine,2018-04-25,Operational
103,MCH-000103,39,CNC Horizontal Machining Center 018,CNC Machine,2016-07-06,Operational
104,MCH-000104,94,Automated Carton Packer 025,Packaging Machine,2018-06-21,Operational
105,MCH-000105,81,CNC Turning Center 019,CNC Machine,2017-01-24,Operational
106,MCH-000106,84,CNC Plasma Cutting System 024,Cutting Machine,2016-05-24,Operational
107,MCH-000107,66,CNC Precision Mill 020,CNC Machine,2017-11-05,Maintenance
108,MCH-000108,40,CNC Vertical Machining Center 021,CNC Machine,2018-07-03,Operational
109,MCH-000109,75,Laser Cutting System 025,Cutting Machine,2018-01-05,Operational
110,MCH-000110,87,Hydraulic Press 017,Press Machine,2017-02-17,Operational
111,MCH-000111,77,Mechanical Stamping Press 018,Press Machine,2016-10-26,Operational
112,MCH-000112,49,Robotic Assembly Cell 023,Assembly Machine,2016-08-29,Maintenance
113,MCH-000113,69,Precision Forming Press 019,Press Machine,2018-12-10,Operational
114,MCH-000114,99,Precision Assembly Line 024,Assembly Machine,2016-07-29,Operational
115,MCH-000115,46,Servo Press System 020,Press Machine,2016-08-12,Operational
116,MCH-000116,96,CNC Horizontal Machining Center 022,CNC Machine,2017-08-16,Operational
117,MCH-000117,76,CNC Turning Center 023,CNC Machine,2016-12-19,Operational
118,MCH-000118,15,CNC Precision Mill 024,CNC Machine,2017-10-08,Operational
119,MCH-000119,12,Automated Assembly Cell 025,Assembly Machine,2016-08-29,Operational
120,MCH-000120,50,CNC Vertical Machining Center 025,CNC Machine,2017-01-30,Operational
121,MCH-000121,28,CNC Horizontal Machining Center 026,CNC Machine,2017-11-09,Inactive
122,MCH-000122,8,High-Speed Labeling Machine 026,Packaging Machine,2016-02-18,Operational
123,MCH-000123,8,CNC Turning Center 027,CNC Machine,2016-11-29,Operational
124,MCH-000124,59,Servo Assembly Station 026,Assembly Machine,2018-04-19,Operational
125,MCH-000125,61,Precision Slitting Machine 026,Cutting Machine,2016-12-22,Operational
126,MCH-000126,53,Robotic Assembly Cell 027,Assembly Machine,2016-12-07,Operational
127,MCH-000127,74,Industrial Sawing Center 027,Cutting Machine,2018-02-27,Operational
128,MCH-000128,86,Precision Assembly Line 028,Assembly Machine,2017-07-10,Operational
129,MCH-000129,44,Case Sealing System 027,Packaging Machine,2018-02-24,Operational
130,MCH-000130,75,CNC Plasma Cutting System 028,Cutting Machine,2016-03-17,Operational
131,MCH-000131,39,Flexible Packaging Line 028,Packaging Machine,2017-09-15,Operational
132,MCH-000132,94,Automated Assembly Cell 029,Assembly Machine,2018-05-26,Inactive
133,MCH-000133,21,Laser Cutting System 029,Cutting Machine,2016-12-09,Operational
134,MCH-000134,6,Servo Assembly Station 030,Assembly Machine,2016-06-26,Operational
135,MCH-000135,17,Automated Carton Packer 029,Packaging Machine,2016-10-27,Operational
136,MCH-000136,54,Robotic Assembly Cell 031,Assembly Machine,2016-12-07,Operational
137,MCH-000137,64,Precision Slitting Machine 030,Cutting Machine,2018-10-11,Operational
138,MCH-000138,74,Hydraulic Press 021,Press Machine,2016-06-14,Operational
139,MCH-000139,24,Mechanical Stamping Press 022,Press Machine,2018-04-22,Operational
140,MCH-000140,24,CNC Precision Mill 028,CNC Machine,2018-12-04,Operational
141,MCH-000141,33,Precision Forming Press 023,Press Machine,2018-02-26,Unknown
142,MCH-000142,18,Servo Press System 024,Press Machine,2016-02-17,Operational
143,MCH-000143,31,Hydraulic Press 025,Press Machine,2016-03-06,Operational
144,MCH-000144,30,Industrial Sawing Center 031,Cutting Machine,2018-08-20,Inactive
145,MCH-000145,15,CNC Plasma Cutting System 032,Cutting Machine,2016-02-27,Operational
146,MCH-000146,6,Laser Cutting System 033,Cutting Machine,2016-04-27,Inactive
147,MCH-000147,12,Precision Assembly Line 032,Assembly Machine,2018-11-02,Operational
148,MCH-000148,70,Precision Slitting Machine 034,Cutting Machine,2016-03-16,Operational
149,MCH-000149,6,Mechanical Stamping Press 026,Press Machine,2017-07-09,Operational
150,MCH-000150,27,CNC Vertical Machining Center 029,CNC Machine,2016-09-28,Operational
151,MCH-000151,57,Industrial Sawing Center 035,Cutting Machine,2017-08-26,Operational
152,MCH-000152,2,High-Speed Labeling Machine 030,Packaging Machine,2016-01-01,Operational
153,MCH-000153,57,Automated Assembly Cell 033,Assembly Machine,2017-09-02,Inactive
154,MCH-000154,69,CNC Plasma Cutting System 036,Cutting Machine,2017-11-25,Operational
155,MCH-000155,74,CNC Horizontal Machining Center 030,CNC Machine,2018-07-14,Operational
156,MCH-000156,61,Precision Forming Press 027,Press Machine,2018-03-03,Operational
157,MCH-000157,51,Servo Assembly Station 034,Assembly Machine,2017-05-25,Operational
158,MCH-000158,21,Robotic Assembly Cell 035,Assembly Machine,2018-11-29,Operational
159,MCH-000159,78,Case Sealing System 031,Packaging Machine,2017-09-30,Operational
160,MCH-000160,88,CNC Turning Center 031,CNC Machine,2016-01-15,Operational
161,MCH-000161,25,Servo Press System 028,Press Machine,2017-08-11,Operational
162,MCH-000162,18,Laser Cutting System 037,Cutting Machine,2017-10-04,Operational
163,MCH-000163,28,Flexible Packaging Line 032,Packaging Machine,2016-04-17,Operational
164,MCH-000164,94,Precision Slitting Machine 038,Cutting Machine,2016-11-09,Operational
165,MCH-000165,90,Hydraulic Press 029,Press Machine,2016-01-18,Operational
166,MCH-000166,1,Automated Carton Packer 033,Packaging Machine,2018-09-26,Operational
167,MCH-000167,51,CNC Precision Mill 032,CNC Machine,2018-09-15,Maintenance
168,MCH-000168,49,Precision Assembly Line 036,Assembly Machine,2016-05-08,Inactive
169,MCH-000169,90,Mechanical Stamping Press 030,Press Machine,2016-02-04,Operational
170,MCH-000170,79,Automated Assembly Cell 037,Assembly Machine,2017-07-25,Operational
171,MCH-000171,83,High-Speed Labeling Machine 034,Packaging Machine,2018-04-17,Operational
172,MCH-000172,74,Precision Forming Press 031,Press Machine,2017-03-27,Operational
173,MCH-000173,28,CNC Vertical Machining Center 033,CNC Machine,2016-03-28,Operational
174,MCH-000174,83,Servo Assembly Station 038,Assembly Machine,2016-07-26,Operational
175,MCH-000175,53,CNC Horizontal Machining Center 034,CNC Machine,2016-11-03,Operational
176,MCH-000176,73,Case Sealing System 035,Packaging Machine,2016-10-08,Operational
177,MCH-000177,69,Robotic Assembly Cell 039,Assembly Machine,2016-09-16,Operational
178,MCH-000178,73,Flexible Packaging Line 036,Packaging Machine,2018-03-24,Operational
179,MCH-000179,71,Precision Assembly Line 040,Assembly Machine,2017-11-30,Operational
180,MCH-000180,52,Automated Assembly Cell 041,Assembly Machine,2016-08-30,Operational
181,MCH-000181,44,CNC Turning Center 035,CNC Machine,2016-03-21,Maintenance
182,MCH-000182,77,CNC Precision Mill 036,CNC Machine,2018-12-25,Inactive
183,MCH-000183,15,Servo Assembly Station 042,Assembly Machine,2018-12-25,Operational
184,MCH-000184,70,Servo Press System 032,Press Machine,2017-01-25,Operational
185,MCH-000185,5,CNC Vertical Machining Center 037,CNC Machine,2017-04-11,Operational
186,MCH-000186,26,Hydraulic Press 033,Press Machine,2018-03-01,Operational
187,MCH-000187,75,Automated Carton Packer 037,Packaging Machine,2017-06-05,Operational
188,MCH-000188,57,CNC Horizontal Machining Center 038,CNC Machine,2018-01-04,Operational
189,MCH-000189,51,High-Speed Labeling Machine 038,Packaging Machine,2018-02-19,Operational
190,MCH-000190,15,CNC Turning Center 039,CNC Machine,2018-06-12,Operational
191,MCH-000191,73,Industrial Sawing Center 039,Cutting Machine,2016-08-26,Operational
192,MCH-000192,52,CNC Precision Mill 040,CNC Machine,2018-02-14,Operational
193,MCH-000193,9,Mechanical Stamping Press 034,Press Machine,2017-05-12,Operational
194,MCH-000194,21,Case Sealing System 039,Packaging Machine,2018-05-10,Operational
195,MCH-000195,18,CNC Vertical Machining Center 041,CNC Machine,2017-05-17,Operational
196,MCH-000196,85,CNC Plasma Cutting System 040,Cutting Machine,2018-10-05,Operational
197,MCH-000197,29,Laser Cutting System 041,Cutting Machine,2016-06-21,Maintenance
198,MCH-000198,90,Precision Slitting Machine 042,Cutting Machine,2017-10-05,Operational
199,MCH-000199,22,Flexible Packaging Line 040,Packaging Machine,2016-09-22,Maintenance
200,MCH-000200,26,Automated Carton Packer 041,Packaging Machine,2018-10-24,Operational
201,MCH-000201,79,CNC Horizontal Machining Center 042,CNC Machine,2018-04-30,Operational
202,MCH-000202,88,Precision Forming Press 035,Press Machine,2018-03-13,Operational
203,MCH-000203,82,High-Speed Labeling Machine 042,Packaging Machine,2018-04-26,Operational
204,MCH-000204,65,Servo Press System 036,Press Machine,2018-09-22,Maintenance
205,MCH-000205,95,Hydraulic Press 037,Press Machine,2017-03-29,Operational
206,MCH-000206,39,Industrial Sawing Center 043,Cutting Machine,2016-10-04,Operational
207,MCH-000207,34,Mechanical Stamping Press 038,Press Machine,2018-11-21,Operational
208,MCH-000208,66,CNC Turning Center 043,CNC Machine,2017-09-27,Operational
209,MCH-000209,67,Robotic Assembly Cell 043,Assembly Machine,2016-11-22,Operational
210,MCH-000210,24,Precision Forming Press 039,Press Machine,2017-02-07,Operational
211,MCH-000211,95,CNC Plasma Cutting System 044,Cutting Machine,2018-04-05,Operational
212,MCH-000212,57,CNC Precision Mill 044,CNC Machine,2017-10-07,Operational
213,MCH-000213,63,Case Sealing System 043,Packaging Machine,2016-12-12,Operational
214,MCH-000214,84,Flexible Packaging Line 044,Packaging Machine,2016-05-18,Operational
215,MCH-000215,69,Precision Assembly Line 044,Assembly Machine,2018-03-06,Operational
216,MCH-000216,22,Automated Assembly Cell 045,Assembly Machine,2018-06-14,Operational
217,MCH-000217,100,Laser Cutting System 045,Cutting Machine,2017-08-13,Operational
218,MCH-000218,99,CNC Vertical Machining Center 045,CNC Machine,2018-05-09,Operational
219,MCH-000219,68,Automated Carton Packer 045,Packaging Machine,2016-10-07,Operational
220,MCH-000220,77,CNC Horizontal Machining Center 046,CNC Machine,2016-03-31,Operational
221,MCH-000221,65,Servo Press System 040,Press Machine,2017-10-26,Operational
222,MCH-000222,76,High-Speed Labeling Machine 046,Packaging Machine,2018-05-20,Operational
223,MCH-000223,57,Precision Slitting Machine 046,Cutting Machine,2016-12-02,Maintenance
224,MCH-000224,25,Case Sealing System 047,Packaging Machine,2018-03-08,Operational
225,MCH-000225,24,Industrial Sawing Center 047,Cutting Machine,2018-06-22,Operational
226,MCH-000226,90,CNC Plasma Cutting System 048,Cutting Machine,2018-05-03,Operational
227,MCH-000227,40,CNC Turning Center 047,CNC Machine,2016-05-07,Operational
228,MCH-000228,37,Flexible Packaging Line 048,Packaging Machine,2016-12-26,Operational
229,MCH-000229,91,Automated Carton Packer 049,Packaging Machine,2016-10-22,Operational
230,MCH-000230,47,CNC Precision Mill 048,CNC Machine,2017-10-27,Operational
231,MCH-000231,57,Hydraulic Press 041,Press Machine,2016-08-20,Operational
232,MCH-000232,25,Servo Assembly Station 046,Assembly Machine,2018-10-17,Operational
233,MCH-000233,80,Mechanical Stamping Press 042,Press Machine,2016-01-26,Operational
234,MCH-000234,58,Precision Forming Press 043,Press Machine,2017-09-21,Inactive
235,MCH-000235,79,Servo Press System 044,Press Machine,2018-06-08,Operational
236,MCH-000236,60,Robotic Assembly Cell 047,Assembly Machine,2016-11-02,Operational
237,MCH-000237,9,CNC Vertical Machining Center 049,CNC Machine,2017-07-16,Operational
238,MCH-000238,37,CNC Horizontal Machining Center 050,CNC Machine,2016-10-29,Operational
239,MCH-000239,58,Laser Cutting System 049,Cutting Machine,2018-01-16,Operational
240,MCH-000240,79,High-Speed Labeling Machine 050,Packaging Machine,2017-02-01,Operational
241,MCH-000241,72,CNC Turning Center 051,CNC Machine,2018-05-02,Operational
242,MCH-000242,7,CNC Precision Mill 052,CNC Machine,2016-08-29,Operational
243,MCH-000243,100,CNC Vertical Machining Center 053,CNC Machine,2016-12-09,Operational
244,MCH-000244,5,Precision Slitting Machine 050,Cutting Machine,2017-08-04,Operational
245,MCH-000245,17,CNC Horizontal Machining Center 054,CNC Machine,2017-08-13,Operational
246,MCH-000246,32,CNC Turning Center 055,CNC Machine,2018-03-13,Operational
247,MCH-000247,13,Industrial Sawing Center 051,Cutting Machine,2017-07-09,Operational
248,MCH-000248,38,CNC Plasma Cutting System 052,Cutting Machine,2016-11-11,Operational
249,MCH-000249,98,Hydraulic Press 045,Press Machine,2016-02-14,Operational
250,MCH-000250,17,Mechanical Stamping Press 046,Press Machine,2018-01-28,Maintenance
251,MCH-000251,65,Laser Cutting System 053,Cutting Machine,2018-05-31,Operational
252,MCH-000252,97,Precision Assembly Line 048,Assembly Machine,2016-05-28,Operational
253,MCH-000253,22,Case Sealing System 051,Packaging Machine,2017-11-10,Operational
254,MCH-000254,38,Precision Slitting Machine 054,Cutting Machine,2016-03-29,Operational
255,MCH-000255,59,Flexible Packaging Line 052,Packaging Machine,2016-12-18,Maintenance
256,MCH-000256,5,Precision Forming Press 047,Press Machine,2016-12-27,Operational
257,MCH-000257,97,Industrial Sawing Center 055,Cutting Machine,2017-12-28,Operational
258,MCH-000258,53,CNC Plasma Cutting System 056,Cutting Machine,2018-04-26,Operational
259,MCH-000259,22,Automated Assembly Cell 049,Assembly Machine,2016-01-09,Operational
260,MCH-000260,51,CNC Precision Mill 056,CNC Machine,2016-07-07,Inactive
261,MCH-000261,5,Servo Assembly Station 050,Assembly Machine,2018-02-21,Operational
262,MCH-000262,39,CNC Vertical Machining Center 057,CNC Machine,2016-05-11,Inactive
263,MCH-000263,75,CNC Horizontal Machining Center 058,CNC Machine,2018-09-03,Operational
264,MCH-000264,5,Robotic Assembly Cell 051,Assembly Machine,2017-04-02,Operational
265,MCH-000265,58,Precision Assembly Line 052,Assembly Machine,2017-03-05,Operational
266,MCH-000266,13,Automated Assembly Cell 053,Assembly Machine,2017-08-19,Operational
267,MCH-000267,95,Servo Assembly Station 054,Assembly Machine,2017-09-28,Operational
268,MCH-000268,22,Laser Cutting System 057,Cutting Machine,2017-06-07,Operational
269,MCH-000269,52,Robotic Assembly Cell 055,Assembly Machine,2018-03-06,Operational
270,MCH-000270,49,Automated Carton Packer 053,Packaging Machine,2017-01-24,Maintenance
271,MCH-000271,59,High-Speed Labeling Machine 054,Packaging Machine,2017-06-23,Operational
272,MCH-000272,45,Servo Press System 048,Press Machine,2016-12-19,Operational
273,MCH-000273,64,Hydraulic Press 049,Press Machine,2017-12-08,Maintenance
274,MCH-000274,81,Mechanical Stamping Press 050,Press Machine,2016-07-18,Operational
275,MCH-000275,60,Case Sealing System 055,Packaging Machine,2017-07-25,Operational
276,MCH-000276,32,CNC Turning Center 059,CNC Machine,2017-04-18,Operational
277,MCH-000277,86,Precision Assembly Line 056,Assembly Machine,2018-05-14,Operational
278,MCH-000278,15,Precision Slitting Machine 058,Cutting Machine,2017-03-12,Operational
279,MCH-000279,95,CNC Precision Mill 060,CNC Machine,2017-06-19,Operational
280,MCH-000280,68,Automated Assembly Cell 057,Assembly Machine,2018-07-02,Operational
281,MCH-000281,68,CNC Vertical Machining Center 061,CNC Machine,2018-01-03,Maintenance
282,MCH-000282,63,CNC Horizontal Machining Center 062,CNC Machine,2017-09-29,Operational
283,MCH-000283,40,Flexible Packaging Line 056,Packaging Machine,2016-12-10,Operational
284,MCH-000284,6,Automated Carton Packer 057,Packaging Machine,2016-12-31,Operational
285,MCH-000285,18,Servo Assembly Station 058,Assembly Machine,2016-03-07,Operational
286,MCH-000286,12,High-Speed Labeling Machine 058,Packaging Machine,2016-11-13,Operational
287,MCH-000287,64,Case Sealing System 059,Packaging Machine,2017-01-07,Operational
288,MCH-000288,5,Flexible Packaging Line 060,Packaging Machine,2018-06-13,Operational
289,MCH-000289,13,Robotic Assembly Cell 059,Assembly Machine,2016-09-22,Operational
290,MCH-000290,72,CNC Turning Center 063,CNC Machine,2017-07-25,Operational
291,MCH-000291,41,Industrial Sawing Center 059,Cutting Machine,2016-06-22,Operational
292,MCH-000292,88,CNC Plasma Cutting System 060,Cutting Machine,2018-02-26,Operational
293,MCH-000293,58,Precision Assembly Line 060,Assembly Machine,2018-06-23,Operational
294,MCH-000294,2,Automated Assembly Cell 061,Assembly Machine,2017-08-19,Operational
295,MCH-000295,70,Automated Carton Packer 061,Packaging Machine,2017-10-29,Inactive
296,MCH-000296,1,Laser Cutting System 061,Cutting Machine,2018-10-10,Operational
297,MCH-000297,74,High-Speed Labeling Machine 062,Packaging Machine,2017-06-20,Operational
298,MCH-000298,57,CNC Precision Mill 064,CNC Machine,2017-07-17,Operational
299,MCH-000299,74,Case Sealing System 063,Packaging Machine,2016-01-11,Operational
300,MCH-000300,59,Precision Forming Press 051,Press Machine,2017-08-21,Operational
301,MCH-000301,94,Servo Press System 052,Press Machine,2016-03-21,Maintenance
302,MCH-000302,99,Flexible Packaging Line 064,Packaging Machine,2018-11-22,Operational
303,MCH-000303,57,Servo Assembly Station 062,Assembly Machine,2016-03-18,Operational
304,MCH-000304,55,CNC Vertical Machining Center 065,CNC Machine,2016-09-15,Operational
305,MCH-000305,37,Robotic Assembly Cell 063,Assembly Machine,2018-12-16,Inactive
306,MCH-000306,10,CNC Horizontal Machining Center 066,CNC Machine,2018-01-20,Operational
307,MCH-000307,8,Hydraulic Press 053,Press Machine,2018-10-30,Operational
308,MCH-000308,92,Automated Carton Packer 065,Packaging Machine,2016-07-20,Operational
309,MCH-000309,100,Mechanical Stamping Press 054,Press Machine,2017-05-08,Operational
310,MCH-000310,74,Precision Slitting Machine 062,Cutting Machine,2016-12-18,Operational
311,MCH-000311,99,Precision Assembly Line 064,Assembly Machine,2016-12-08,Operational
312,MCH-000312,5,Precision Forming Press 055,Press Machine,2018-07-29,Operational
313,MCH-000313,78,CNC Turning Center 067,CNC Machine,2017-07-10,Operational
314,MCH-000314,6,Automated Assembly Cell 065,Assembly Machine,2017-07-03,Operational
315,MCH-000315,1,Servo Press System 056,Press Machine,2018-10-22,Operational
316,MCH-000316,16,High-Speed Labeling Machine 066,Packaging Machine,2017-10-30,Operational
317,MCH-000317,97,Hydraulic Press 057,Press Machine,2017-04-30,Operational
318,MCH-000318,26,Mechanical Stamping Press 058,Press Machine,2017-01-10,Operational
319,MCH-000319,85,Precision Forming Press 059,Press Machine,2017-12-02,Operational
320,MCH-000320,12,Case Sealing System 067,Packaging Machine,2016-02-29,Operational
321,MCH-000321,84,CNC Precision Mill 068,CNC Machine,2017-06-06,Operational
322,MCH-000322,99,Industrial Sawing Center 063,Cutting Machine,2017-03-05,Operational
323,MCH-000323,60,CNC Plasma Cutting System 064,Cutting Machine,2018-01-31,Inactive
324,MCH-000324,44,Laser Cutting System 065,Cutting Machine,2017-08-12,Operational
325,MCH-000325,88,Precision Slitting Machine 066,Cutting Machine,2018-07-31,Operational
326,MCH-000326,3,Industrial Sawing Center 067,Cutting Machine,2016-02-27,Operational
327,MCH-000327,85,CNC Plasma Cutting System 068,Cutting Machine,2016-08-22,Operational
328,MCH-000328,20,Servo Press System 060,Press Machine,2017-04-07,Operational
329,MCH-000329,75,Laser Cutting System 069,Cutting Machine,2018-12-11,Operational
330,MCH-000330,27,Precision Slitting Machine 070,Cutting Machine,2016-09-24,Operational
