machine_key,machine_id,location_key,machine_name,machine_type,installation_date,status
100,MCH-000100,99,Atlas Machine 100,Cutting Machine,2016-09-04,Operational
101,MCH-000101,6,Atlas Machine 101,Assembly Machine,2018-06-11,Operational
102,MCH-000102,49,Atlas Machine 102,CNC Machine,2017-02-25,Operational
103,MCH-000103,21,Atlas Machine 103,Packaging Machine,2018-08-01,Operational
104,MCH-000104,83,Atlas Machine 104,CNC Machine,2016-09-29,Operational
105,MCH-000105,48,Atlas Machine 105,Cutting Machine,2018-09-17,Operational
106,MCH-000106,44,Atlas Machine 106,Assembly Machine,2017-09-11,Operational
107,MCH-000107,27,Atlas Machine 107,Cutting Machine,2016-03-04,Operational
108,MCH-000108,95,Atlas Machine 108,Packaging Machine,2017-12-01,Operational
109,MCH-000109,47,Atlas Machine 109,Press Machine,2018-09-02,Operational
110,MCH-000110,100,Atlas Machine 110,Cutting Machine,2018-03-29,Operational
111,MCH-000111,78,Atlas Machine 111,CNC Machine,2018-06-14,Operational
112,MCH-000112,47,Atlas Machine 112,Press Machine,2017-10-26,Operational
113,MCH-000113,24,Atlas Machine 113,Packaging Machine,2017-07-15,Operational
114,MCH-000114,14,Atlas Machine 114,Assembly Machine,2017-12-18,Operational
115,MCH-000115,45,Atlas Machine 115,Press Machine,2016-01-19,Operational
116,MCH-000116,43,Atlas Machine 116,Press Machine,2016-04-13,Operational
117,MCH-000117,71,Atlas Machine 117,Press Machine,2017-01-31,Operational
118,MCH-000118,77,Atlas Machine 118,Press Machine,2017-10-19,Operational
119,MCH-000119,7,Atlas Machine 119,Press Machine,2016-07-04,Maintenance
120,MCH-000120,83,Atlas Machine 120,CNC Machine,2016-12-12,Operational
121,MCH-000121,6,Atlas Machine 121,CNC Machine,2018-07-13,Operational
122,MCH-000122,97,Atlas Machine 122,Assembly Machine,2016-09-16,Operational
123,MCH-000123,21,Atlas Machine 123,Cutting Machine,2018-07-16,Maintenance
124,MCH-000124,79,Atlas Machine 124,Packaging Machine,2017-05-29,Operational
125,MCH-000125,85,Atlas Machine 125,CNC Machine,2018-11-02,Operational
126,MCH-000126,72,Atlas Machine 126,CNC Machine,2018-08-31,Operational
127,MCH-000127,24,Atlas Machine 127,Packaging Machine,2018-02-23,Inactive
128,MCH-000128,35,Atlas Machine 128,Assembly Machine,2018-05-13,Operational
129,MCH-000129,57,Atlas Machine 129,Press Machine,2018-10-11,Maintenance
130,MCH-000130,60,Atlas Machine 130,Cutting Machine,2018-01-10,Operational
131,MCH-000131,98,Atlas Machine 131,Assembly Machine,2016-06-24,Operational
132,MCH-000132,28,Atlas Machine 132,CNC Machine,2018-09-03,Operational
133,MCH-000133,49,Atlas Machine 133,Assembly Machine,2017-10-30,Operational
134,MCH-000134,94,Atlas Machine 134,Press Machine,2018-06-27,Operational
135,MCH-000135,18,Atlas Machine 135,CNC Machine,2017-04-29,Operational
136,MCH-000136,21,Atlas Machine 136,Press Machine,2018-01-28,Operational
137,MCH-000137,5,Atlas Machine 137,CNC Machine,2016-03-29,Operational
138,MCH-000138,62,Atlas Machine 138,CNC Machine,2018-06-20,Operational
139,MCH-000139,68,Atlas Machine 139,CNC Machine,2018-06-14,Operational
140,MCH-000140,52,Atlas Machine 140,Packaging Machine,2017-07-21,Operational
141,MCH-000141,33,Atlas Machine 141,Press Machine,2018-05-16,Maintenance
142,MCH-000142,77,Atlas Machine 142,Assembly Machine,2017-01-21,Operational
143,MCH-000143,46,Atlas Machine 143,Packaging Machine,2016-03-27,Maintenance
144,MCH-000144,38,Atlas Machine 144,CNC Machine,2017-11-12,Operational
145,MCH-000145,63,Atlas Machine 145,CNC Machine,2018-09-04,Operational
146,MCH-000146,33,Atlas Machine 146,Press Machine,2018-03-05,Operational
147,MCH-000147,6,Atlas Machine 147,Cutting Machine,2016-09-22,Operational
148,MCH-000148,20,Atlas Machine 148,CNC Machine,2018-07-30,Maintenance
149,MCH-000149,58,Atlas Machine 149,Packaging Machine,2016-11-21,Operational
150,MCH-000150,45,Atlas Machine 150,Assembly Machine,2018-11-21,Operational
151,MCH-000151,91,Atlas Machine 151,Packaging Machine,2017-01-10,Operational
152,MCH-000152,98,Atlas Machine 152,Assembly Machine,2017-05-27,Operational
153,MCH-000153,26,Atlas Machine 153,CNC Machine,2018-02-14,Operational
154,MCH-000154,35,Atlas Machine 154,Press Machine,2016-03-14,Operational
155,MCH-000155,74,Atlas Machine 155,Packaging Machine,2016-09-12,Operational
156,MCH-000156,81,Atlas Machine 156,Cutting Machine,2018-12-26,Operational
157,MCH-000157,60,Atlas Machine 157,Assembly Machine,2017-02-06,Operational
158,MCH-000158,13,Atlas Machine 158,Press Machine,2018-08-01,Operational
159,MCH-000159,57,Atlas Machine 159,CNC Machine,2016-08-27,Operational
160,MCH-000160,86,Atlas Machine 160,CNC Machine,2017-12-05,Operational
161,MCH-000161,17,Atlas Machine 161,Packaging Machine,2017-04-30,Operational
162,MCH-000162,52,Atlas Machine 162,Packaging Machine,2017-04-24,Maintenance
163,MCH-000163,24,Atlas Machine 163,Press Machine,2017-08-21,Operational
164,MCH-000164,66,Atlas Machine 164,Press Machine,2018-05-31,Operational
165,MCH-000165,18,Atlas Machine 165,Packaging Machine,2018-09-02,Operational
166,MCH-000166,24,Atlas Machine 166,CNC Machine,2017-08-29,Operational
167,MCH-000167,82,Atlas Machine 167,Packaging Machine,2017-04-29,Operational
168,MCH-000168,95,Atlas Machine 168,Cutting Machine,2016-08-03,Operational
169,MCH-000169,95,Atlas Machine 169,Packaging Machine,2016-12-13,Operational
170,MCH-000170,26,Atlas Machine 170,Press Machine,2016-08-11,Inactive
171,MCH-000171,63,Atlas Machine 171,Press Machine,2016-02-15,Maintenance
172,MCH-000172,58,Atlas Machine 172,Packaging Machine,2017-12-30,Unknown
173,MCH-000173,24,Atlas Machine 173,Cutting Machine,2017-04-27,Operational
174,MCH-000174,42,Atlas Machine 174,CNC Machine,2018-01-25,Operational
175,MCH-000175,98,Atlas Machine 175,Press Machine,2018-01-31,Operational
176,MCH-000176,25,Atlas Machine 176,Packaging Machine,2017-08-27,Operational
177,MCH-000177,87,Atlas Machine 177,Press Machine,2018-11-21,Operational
178,MCH-000178,11,Atlas Machine 178,CNC Machine,2017-12-07,Operational
179,MCH-000179,84,Atlas Machine 179,CNC Machine,2018-08-25,Operational
180,MCH-000180,19,Atlas Machine 180,Assembly Machine,2018-06-28,Operational
181,MCH-000181,75,Atlas Machine 181,Cutting Machine,2016-06-17,Unknown
182,MCH-000182,84,Atlas Machine 182,Cutting Machine,2018-06-25,Operational
183,MCH-000183,3,Atlas Machine 183,Cutting Machine,2016-10-19,Operational
184,MCH-000184,90,Atlas Machine 184,Press Machine,2018-05-13,Operational
185,MCH-000185,72,Atlas Machine 185,Assembly Machine,2017-05-30,Operational
186,MCH-000186,54,Atlas Machine 186,Packaging Machine,2017-12-26,Operational
187,MCH-000187,63,Atlas Machine 187,Packaging Machine,2018-04-07,Operational
188,MCH-000188,8,Atlas Machine 188,Cutting Machine,2016-06-14,Operational
189,MCH-000189,8,Atlas Machine 189,Assembly Machine,2016-10-16,Operational
190,MCH-000190,50,Atlas Machine 190,CNC Machine,2016-02-22,Operational
191,MCH-000191,42,Atlas Machine 191,Packaging Machine,2016-12-01,Operational
192,MCH-000192,100,Atlas Machine 192,CNC Machine,2017-09-22,Operational
193,MCH-000193,74,Atlas Machine 193,Assembly Machine,2017-08-17,Operational
194,MCH-000194,58,Atlas Machine 194,CNC Machine,2017-08-08,Operational
195,MCH-000195,47,Atlas Machine 195,CNC Machine,2017-06-16,Operational
196,MCH-000196,1,Atlas Machine 196,Assembly Machine,2018-07-03,Maintenance
197,MCH-000197,16,Atlas Machine 197,Packaging Machine,2018-04-02,Operational
198,MCH-000198,16,Atlas Machine 198,Assembly Machine,2016-05-16,Operational
199,MCH-000199,93,Atlas Machine 199,Packaging Machine,2017-01-23,Operational
200,MCH-000200,21,Atlas Machine 200,Packaging Machine,2016-07-22,Operational
201,MCH-000201,39,Atlas Machine 201,CNC Machine,2017-04-01,Operational
202,MCH-000202,52,Atlas Machine 202,CNC Machine,2016-06-15,Operational
203,MCH-000203,98,Atlas Machine 203,Assembly Machine,2018-12-08,Operational
204,MCH-000204,38,Atlas Machine 204,Assembly Machine,2018-11-20,Operational
205,MCH-000205,49,Atlas Machine 205,Packaging Machine,2016-10-10,Operational
206,MCH-000206,56,Atlas Machine 206,Press Machine,2017-03-02,Operational
207,MCH-000207,35,Atlas Machine 207,Press Machine,2017-05-02,Inactive
208,MCH-000208,86,Atlas Machine 208,Assembly Machine,2017-01-19,Operational
209,MCH-000209,41,Atlas Machine 209,Assembly Machine,2018-08-28,Inactive
210,MCH-000210,79,Atlas Machine 210,Packaging Machine,2016-08-20,Operational
211,MCH-000211,87,Atlas Machine 211,Assembly Machine,2017-11-09,Operational
212,MCH-000212,52,Atlas Machine 212,Assembly Machine,2018-07-13,Operational
213,MCH-000213,61,Atlas Machine 213,CNC Machine,2016-12-03,Operational
214,MCH-000214,32,Atlas Machine 214,Cutting Machine,2018-08-01,Operational
215,MCH-000215,11,Atlas Machine 215,Packaging Machine,2018-05-09,Operational
216,MCH-000216,6,Atlas Machine 216,Cutting Machine,2016-07-13,Operational
217,MCH-000217,57,Atlas Machine 217,Press Machine,2016-11-02,Operational
218,MCH-000218,100,Atlas Machine 218,CNC Machine,2017-02-18,Operational
219,MCH-000219,69,Atlas Machine 219,CNC Machine,2018-10-04,Maintenance
220,MCH-000220,46,Atlas Machine 220,CNC Machine,2017-11-10,Maintenance
221,MCH-000221,98,Atlas Machine 221,Cutting Machine,2017-03-03,Operational
222,MCH-000222,87,Atlas Machine 222,Press Machine,2017-01-31,Operational
223,MCH-000223,78,Atlas Machine 223,Cutting Machine,2018-07-17,Operational
224,MCH-000224,41,Atlas Machine 224,CNC Machine,2017-03-03,Operational
225,MCH-000225,35,Atlas Machine 225,Assembly Machine,2016-01-27,Operational
226,MCH-000226,40,Atlas Machine 226,Press Machine,2018-04-25,Operational
227,MCH-000227,81,Atlas Machine 227,Cutting Machine,2016-01-31,Operational
228,MCH-000228,40,Atlas Machine 228,CNC Machine,2018-04-08,Inactive
229,MCH-000229,73,Atlas Machine 229,Press Machine,2016-09-21,Operational
230,MCH-000230,50,Atlas Machine 230,Packaging Machine,2018-10-04,Operational
231,MCH-000231,39,Atlas Machine 231,Assembly Machine,2018-02-04,Operational
232,MCH-000232,65,Atlas Machine 232,Press Machine,2017-03-16,Operational
233,MCH-000233,72,Atlas Machine 233,Press Machine,2018-02-11,Operational
234,MCH-000234,53,Atlas Machine 234,Press Machine,2018-12-12,Operational
235,MCH-000235,51,Atlas Machine 235,CNC Machine,2016-04-04,Operational
236,MCH-000236,10,Atlas Machine 236,Press Machine,2016-11-10,Operational
237,MCH-000237,95,Atlas Machine 237,Cutting Machine,2017-06-23,Operational
238,MCH-000238,97,Atlas Machine 238,Press Machine,2017-08-14,Operational
239,MCH-000239,43,Atlas Machine 239,CNC Machine,2018-07-15,Operational
240,MCH-000240,60,Atlas Machine 240,Press Machine,2018-10-24,Operational
241,MCH-000241,83,Atlas Machine 241,Packaging Machine,2018-08-13,Operational
242,MCH-000242,62,Atlas Machine 242,Assembly Machine,2018-07-13,Maintenance
243,MCH-000243,80,Atlas Machine 243,Press Machine,2018-02-07,Operational
244,MCH-000244,59,Atlas Machine 244,CNC Machine,2017-11-27,Operational
245,MCH-000245,10,Atlas Machine 245,Cutting Machine,2016-04-01,Operational
246,MCH-000246,11,Atlas Machine 246,Cutting Machine,2017-01-07,Operational
247,MCH-000247,51,Atlas Machine 247,Cutting Machine,2018-02-14,Operational
248,MCH-000248,46,Atlas Machine 248,Assembly Machine,2017-07-20,Operational
249,MCH-000249,60,Atlas Machine 249,Press Machine,2018-09-19,Operational
250,MCH-000250,40,Atlas Machine 250,CNC Machine,2017-10-22,Maintenance
251,MCH-000251,3,Atlas Machine 251,CNC Machine,2018-09-02,Operational
252,MCH-000252,24,Atlas Machine 252,Press Machine,2018-05-17,Operational
253,MCH-000253,69,Atlas Machine 253,Cutting Machine,2016-06-11,Operational
254,MCH-000254,65,Atlas Machine 254,Packaging Machine,2017-09-25,Operational
255,MCH-000255,1,Atlas Machine 255,Assembly Machine,2016-05-03,Operational
256,MCH-000256,76,Atlas Machine 256,Press Machine,2018-10-22,Operational
257,MCH-000257,28,Atlas Machine 257,CNC Machine,2018-08-02,Operational
258,MCH-000258,12,Atlas Machine 258,Assembly Machine,2017-02-22,Operational
259,MCH-000259,9,Atlas Machine 259,CNC Machine,2017-05-10,Operational
260,MCH-000260,85,Atlas Machine 260,Cutting Machine,2017-07-31,Operational
261,MCH-000261,24,Atlas Machine 261,Packaging Machine,2016-12-30,Operational
262,MCH-000262,75,Atlas Machine 262,CNC Machine,2016-01-14,Operational
263,MCH-000263,15,Atlas Machine 263,Packaging Machine,2018-05-19,Maintenance
264,MCH-000264,98,Atlas Machine 264,Assembly Machine,2016-08-31,Inactive
265,MCH-000265,34,Atlas Machine 265,Packaging Machine,2016-12-18,Maintenance
266,MCH-000266,34,Atlas Machine 266,Cutting Machine,2017-05-12,Operational
267,MCH-000267,73,Atlas Machine 267,CNC Machine,2016-03-10,Maintenance
268,MCH-000268,64,Atlas Machine 268,CNC Machine,2018-01-22,Operational
269,MCH-000269,88,Atlas Machine 269,Press Machine,2016-01-09,Operational
270,MCH-000270,20,Atlas Machine 270,Press Machine,2016-07-05,Operational
271,MCH-000271,87,Atlas Machine 271,CNC Machine,2017-04-17,Maintenance
272,MCH-000272,75,Atlas Machine 272,CNC Machine,2016-04-21,Operational
273,MCH-000273,31,Atlas Machine 273,Cutting Machine,2018-11-07,Operational
274,MCH-000274,15,Atlas Machine 274,CNC Machine,2017-01-23,Operational
275,MCH-000275,100,Atlas Machine 275,CNC Machine,2017-08-09,Inactive
276,MCH-000276,74,Atlas Machine 276,Cutting Machine,2018-02-05,Operational
277,MCH-000277,57,Atlas Machine 277,Press Machine,2016-12-20,Operational
278,MCH-000278,83,Atlas Machine 278,CNC Machine,2017-12-31,Operational
279,MCH-000279,80,Atlas Machine 279,Press Machine,2016-07-04,Operational
280,MCH-000280,49,Atlas Machine 280,CNC Machine,2017-03-09,Operational
281,MCH-000281,31,Atlas Machine 281,Assembly Machine,2017-09-20,Maintenance
282,MCH-000282,35,Atlas Machine 282,Press Machine,2017-08-29,Operational
283,MCH-000283,88,Atlas Machine 283,Cutting Machine,2017-07-17,Operational
284,MCH-000284,98,Atlas Machine 284,CNC Machine,2017-10-26,Maintenance
285,MCH-000285,47,Atlas Machine 285,Press Machine,2018-01-13,Operational
286,MCH-000286,68,Atlas Machine 286,Assembly Machine,2018-07-04,Operational
287,MCH-000287,12,Atlas Machine 287,Cutting Machine,2016-11-05,Operational
288,MCH-000288,50,Atlas Machine 288,Press Machine,2017-08-20,Operational
289,MCH-000289,84,Atlas Machine 289,Assembly Machine,2018-08-09,Operational
290,MCH-000290,57,Atlas Machine 290,Assembly Machine,2016-12-18,Operational
291,MCH-000291,81,Atlas Machine 291,CNC Machine,2018-03-12,Maintenance
292,MCH-000292,31,Atlas Machine 292,CNC Machine,2016-12-29,Operational
293,MCH-000293,25,Atlas Machine 293,Assembly Machine,2018-03-29,Maintenance
294,MCH-000294,77,Atlas Machine 294,CNC Machine,2017-03-17,Operational
295,MCH-000295,65,Atlas Machine 295,Cutting Machine,2018-12-14,Operational
296,MCH-000296,22,Atlas Machine 296,CNC Machine,2018-08-24,Operational
297,MCH-000297,19,Atlas Machine 297,Cutting Machine,2018-04-14,Operational
298,MCH-000298,10,Atlas Machine 298,Cutting Machine,2017-10-09,Operational
299,MCH-000299,12,Atlas Machine 299,Press Machine,2018-10-01,Operational
300,MCH-000300,39,Atlas Machine 300,Press Machine,2016-11-17,Operational
301,MCH-000301,94,Atlas Machine 301,Packaging Machine,2017-11-03,Operational
302,MCH-000302,23,Atlas Machine 302,Packaging Machine,2018-09-19,Maintenance
303,MCH-000303,26,Atlas Machine 303,Packaging Machine,2017-08-30,Operational
304,MCH-000304,68,Atlas Machine 304,CNC Machine,2017-07-08,Operational
305,MCH-000305,51,Atlas Machine 305,Cutting Machine,2017-10-15,Operational
306,MCH-000306,1,Atlas Machine 306,Cutting Machine,2017-03-27,Operational
307,MCH-000307,74,Atlas Machine 307,Assembly Machine,2016-12-04,Operational
308,MCH-000308,45,Atlas Machine 308,Packaging Machine,2017-10-29,Operational
309,MCH-000309,72,Atlas Machine 309,Packaging Machine,2018-03-25,Operational
310,MCH-000310,71,Atlas Machine 310,Assembly Machine,2018-05-21,Operational
311,MCH-000311,56,Atlas Machine 311,Assembly Machine,2017-03-13,Operational
312,MCH-000312,63,Atlas Machine 312,CNC Machine,2017-04-01,Operational
313,MCH-000313,81,Atlas Machine 313,Press Machine,2018-05-15,Operational
314,MCH-000314,86,Atlas Machine 314,Press Machine,2018-11-07,Operational
315,MCH-000315,51,Atlas Machine 315,Packaging Machine,2018-09-15,Operational
316,MCH-000316,9,Atlas Machine 316,Cutting Machine,2018-11-02,Operational
317,MCH-000317,97,Atlas Machine 317,Assembly Machine,2016-04-23,Operational
318,MCH-000318,7,Atlas Machine 318,Assembly Machine,2016-12-27,Operational
319,MCH-000319,22,Atlas Machine 319,Press Machine,2016-09-08,Maintenance
320,MCH-000320,50,Atlas Machine 320,Assembly Machine,2016-11-14,Operational
321,MCH-000321,35,Atlas Machine 321,Cutting Machine,2016-11-22,Operational
322,MCH-000322,38,Atlas Machine 322,Assembly Machine,2016-10-08,Operational
323,MCH-000323,68,Atlas Machine 323,Packaging Machine,2016-04-14,Operational
324,MCH-000324,57,Atlas Machine 324,Cutting Machine,2016-09-14,Operational
325,MCH-000325,40,Atlas Machine 325,Packaging Machine,2016-08-22,Operational
326,MCH-000326,87,Atlas Machine 326,Packaging Machine,2018-06-03,Maintenance
327,MCH-000327,7,Atlas Machine 327,Press Machine,2016-07-25,Operational
328,MCH-000328,45,Atlas Machine 328,Packaging Machine,2017-06-23,Operational
329,MCH-000329,7,Atlas Machine 329,Assembly Machine,2018-11-12,Unknown
330,MCH-000330,57,Atlas Machine 330,Packaging Machine,2016-03-23,Maintenance
331,MCH-000331,24,Atlas Machine 331,CNC Machine,2017-10-01,Operational
332,MCH-000332,43,Atlas Machine 332,Assembly Machine,2016-06-08,Operational
333,MCH-000333,17,Atlas Machine 333,Packaging Machine,2016-06-13,Operational
334,MCH-000334,96,Atlas Machine 334,Assembly Machine,2017-01-17,Operational
335,MCH-000335,91,Atlas Machine 335,CNC Machine,2018-09-21,Inactive
336,MCH-000336,46,Atlas Machine 336,CNC Machine,2016-12-10,Operational
337,MCH-000337,59,Atlas Machine 337,Cutting Machine,2016-02-25,Operational
338,MCH-000338,23,Atlas Machine 338,Cutting Machine,2016-07-30,Operational
339,MCH-000339,56,Atlas Machine 339,CNC Machine,2018-09-11,Maintenance
340,MCH-000340,49,Atlas Machine 340,Press Machine,2018-01-18,Operational
341,MCH-000341,45,Atlas Machine 341,Packaging Machine,2016-07-27,Maintenance
342,MCH-000342,62,Atlas Machine 342,Assembly Machine,2018-08-25,Operational
343,MCH-000343,94,Atlas Machine 343,Packaging Machine,2018-11-11,Operational
344,MCH-000344,9,Atlas Machine 344,CNC Machine,2017-12-31,Operational
345,MCH-000345,83,Atlas Machine 345,Press Machine,2018-03-13,Inactive
346,MCH-000346,70,Atlas Machine 346,Assembly Machine,2018-02-19,Operational
347,MCH-000347,70,Atlas Machine 347,Packaging Machine,2018-01-31,Maintenance
348,MCH-000348,46,Atlas Machine 348,Press Machine,2017-09-28,Operational
349,MCH-000349,6,Atlas Machine 349,CNC Machine,2018-08-10,Operational
350,MCH-000350,98,Atlas Machine 350,Packaging Machine,2018-03-30,Operational
351,MCH-000351,79,Atlas Machine 351,CNC Machine,2017-09-01,Operational
352,MCH-000352,40,Atlas Machine 352,Packaging Machine,2018-05-09,Operational
