machine_key,machine_id,location_key,machine_name,machine_type,installation_date,status
94,MCH-000094,53,CNC Vertical Machining Center 021,CNC Machine,2017-08-25,Operational
95,MCH-000095,82,CNC Horizontal Machining Center 022,CNC Machine,2017-11-26,Operational
96,MCH-000096,54,Hydraulic Press 021,Press Machine,2018-05-22,Inactive
97,MCH-000097,29,High-Speed Labeling Machine 026,Packaging Machine,2017-07-03,Operational
98,MCH-000098,72,Precision Assembly Line 012,Assembly Machine,2018-08-30,Operational
99,MCH-000099,65,Precision Slitting Machine 018,Cutting Machine,2018-10-30,Operational
100,MCH-000100,87,Industrial Sawing Center 019,Cutting Machine,2016-09-04,Operational
101,MCH-000101,32,CNC Turning Center 023,CNC Machine,2018-06-11,Operational
102,MCH-000102,6,Case Sealing System 027,Packaging Machine,2017-02-25,Operational
103,MCH-000103,42,Automated Assembly Cell 013,Assembly Machine,2018-08-01,Operational
104,MCH-000104,19,CNC Plasma Cutting System 020,Cutting Machine,2016-09-29,Operational
105,MCH-000105,81,Flexible Packaging Line 028,Packaging Machine,2018-09-17,Operational
106,MCH-000106,29,Automated Carton Packer 029,Packaging Machine,2017-09-11,Operational
107,MCH-000107,82,Servo Assembly Station 014,Assembly Machine,2016-03-04,Operational
108,MCH-000108,47,Laser Cutting System 021,Cutting Machine,2017-12-01,Operational
109,MCH-000109,76,High-Speed Labeling Machine 030,Packaging Machine,2018-09-02,Operational
110,MCH-000110,90,Precision Slitting Machine 022,Cutting Machine,2018-03-29,Operational
111,MCH-000111,20,Mechanical Stamping Press 022,Press Machine,2018-06-14,Operational
112,MCH-000112,79,Case Sealing System 031,Packaging Machine,2017-10-26,Operational
113,MCH-000113,42,Robotic Assembly Cell 015,Assembly Machine,2017-07-15,Operational
114,MCH-000114,23,CNC Precision Mill 024,CNC Machine,2017-12-18,Operational
115,MCH-000115,76,Flexible Packaging Line 032,Packaging Machine,2016-01-19,Operational
116,MCH-000116,71,Automated Carton Packer 033,Packaging Machine,2016-04-13,Operational
117,MCH-000117,73,Precision Forming Press 023,Press Machine,2017-01-31,Operational
118,MCH-000118,80,Servo Press System 024,Press Machine,2017-10-19,Operational
119,MCH-000119,65,CNC Vertical Machining Center 025,CNC Machine,2016-07-04,Maintenance
120,MCH-000120,16,Industrial Sawing Center 023,Cutting Machine,2016-12-12,Operational
121,MCH-000121,15,CNC Horizontal Machining Center 026,CNC Machine,2018-07-13,Operational
122,MCH-000122,37,CNC Plasma Cutting System 024,Cutting Machine,2016-09-16,Operational
123,MCH-000123,88,Precision Assembly Line 016,Assembly Machine,2018-07-16,Maintenance
124,MCH-000124,48,Hydraulic Press 025,Press Machine,2017-05-29,Operational
125,MCH-000125,17,Laser Cutting System 025,Cutting Machine,2018-11-02,Operational
126,MCH-000126,11,Mechanical Stamping Press 026,Press Machine,2018-08-31,Operational
127,MCH-000127,60,Automated Assembly Cell 017,Assembly Machine,2018-02-23,Inactive
128,MCH-000128,36,Servo Assembly Station 018,Assembly Machine,2018-05-13,Operational
129,MCH-000129,63,High-Speed Labeling Machine 034,Packaging Machine,2018-10-11,Maintenance
130,MCH-000130,87,Case Sealing System 035,Packaging Machine,2018-01-10,Operational
131,MCH-000131,31,Precision Slitting Machine 026,Cutting Machine,2016-06-24,Operational
132,MCH-000132,11,Robotic Assembly Cell 019,Assembly Machine,2018-09-03,Operational
133,MCH-000133,23,Flexible Packaging Line 036,Packaging Machine,2017-10-30,Operational
134,MCH-000134,63,Industrial Sawing Center 027,Cutting Machine,2018-06-27,Operational
135,MCH-000135,14,CNC Turning Center 027,CNC Machine,2017-04-29,Operational
136,MCH-000136,63,Precision Assembly Line 020,Assembly Machine,2018-01-28,Operational
137,MCH-000137,5,CNC Precision Mill 028,CNC Machine,2016-03-29,Operational
138,MCH-000138,16,Precision Forming Press 027,Press Machine,2018-06-20,Operational
139,MCH-000139,10,Servo Press System 028,Press Machine,2018-06-14,Operational
140,MCH-000140,50,Automated Carton Packer 037,Packaging Machine,2017-07-21,Operational
141,MCH-000141,72,Automated Assembly Cell 021,Assembly Machine,2018-05-16,Maintenance
142,MCH-000142,38,Hydraulic Press 029,Press Machine,2017-01-21,Operational
143,MCH-000143,60,High-Speed Labeling Machine 038,Packaging Machine,2016-03-27,Maintenance
144,MCH-000144,9,Servo Assembly Station 022,Assembly Machine,2017-11-12,Operational
145,MCH-000145,12,Mechanical Stamping Press 030,Press Machine,2018-09-04,Operational
146,MCH-000146,77,Robotic Assembly Cell 023,Assembly Machine,2018-03-05,Operational
147,MCH-000147,82,CNC Vertical Machining Center 029,CNC Machine,2016-09-22,Operational
148,MCH-000148,7,CNC Horizontal Machining Center 030,CNC Machine,2018-07-30,Maintenance
149,MCH-000149,42,Case Sealing System 039,Packaging Machine,2016-11-21,Operational
150,MCH-000150,30,Flexible Packaging Line 040,Packaging Machine,2018-11-21,Operational
151,MCH-000151,57,CNC Plasma Cutting System 028,Cutting Machine,2017-01-10,Operational
152,MCH-000152,34,Laser Cutting System 029,Cutting Machine,2017-05-27,Operational
153,MCH-000153,11,Precision Assembly Line 024,Assembly Machine,2018-02-14,Operational
154,MCH-000154,67,Automated Assembly Cell 025,Assembly Machine,2016-03-14,Operational
155,MCH-000155,58,Precision Forming Press 031,Press Machine,2016-09-12,Operational
156,MCH-000156,86,Precision Slitting Machine 030,Cutting Machine,2018-12-26,Operational
157,MCH-000157,22,Automated Carton Packer 041,Packaging Machine,2017-02-06,Operational
158,MCH-000158,63,CNC Turning Center 031,CNC Machine,2018-08-01,Operational
159,MCH-000159,4,High-Speed Labeling Machine 042,Packaging Machine,2016-08-27,Operational
160,MCH-000160,20,Industrial Sawing Center 031,Cutting Machine,2017-12-05,Operational
161,MCH-000161,51,CNC Precision Mill 032,CNC Machine,2017-04-30,Operational
162,MCH-000162,59,Case Sealing System 043,Packaging Machine,2017-04-24,Maintenance
163,MCH-000163,78,Servo Assembly Station 026,Assembly Machine,2017-08-21,Operational
164,MCH-000164,63,Servo Press System 032,Press Machine,2018-05-31,Operational
165,MCH-000165,44,CNC Vertical Machining Center 033,CNC Machine,2018-09-02,Operational
166,MCH-000166,11,Robotic Assembly Cell 027,Assembly Machine,2017-08-29,Operational
167,MCH-000167,48,CNC Plasma Cutting System 032,Cutting Machine,2017-04-29,Operational
168,MCH-000168,98,Laser Cutting System 033,Cutting Machine,2016-08-03,Operational
169,MCH-000169,46,Precision Slitting Machine 034,Cutting Machine,2016-12-13,Operational
170,MCH-000170,64,Precision Assembly Line 028,Assembly Machine,2016-08-11,Inactive
171,MCH-000171,64,Hydraulic Press 033,Press Machine,2016-02-15,Maintenance
172,MCH-000172,58,Flexible Packaging Line 044,Packaging Machine,2017-12-30,Unknown
173,MCH-000173,94,Automated Assembly Cell 029,Assembly Machine,2017-04-27,Operational
174,MCH-000174,8,Automated Carton Packer 045,Packaging Machine,2018-01-25,Operational
175,MCH-000175,75,Industrial Sawing Center 035,Cutting Machine,2018-01-31,Operational
176,MCH-000176,47,Servo Assembly Station 030,Assembly Machine,2017-08-27,Operational
177,MCH-000177,68,CNC Plasma Cutting System 036,Cutting Machine,2018-11-21,Operational
178,MCH-000178,5,CNC Horizontal Machining Center 034,CNC Machine,2017-12-07,Operational
179,MCH-000179,10,Laser Cutting System 037,Cutting Machine,2018-08-25,Operational
180,MCH-000180,22,CNC Turning Center 035,CNC Machine,2018-06-28,Operational
181,MCH-000181,99,Mechanical Stamping Press 034,Press Machine,2016-06-17,Unknown
182,MCH-000182,94,Precision Slitting Machine 038,Cutting Machine,2018-06-25,Operational
183,MCH-000183,93,CNC Precision Mill 036,CNC Machine,2016-10-19,Operational
184,MCH-000184,73,Industrial Sawing Center 039,Cutting Machine,2018-05-13,Operational
185,MCH-000185,22,Precision Forming Press 035,Press Machine,2017-05-30,Operational
186,MCH-000186,47,High-Speed Labeling Machine 046,Packaging Machine,2017-12-26,Operational
187,MCH-000187,42,Servo Press System 036,Press Machine,2018-04-07,Operational
188,MCH-000188,88,CNC Vertical Machining Center 037,CNC Machine,2016-06-14,Operational
189,MCH-000189,31,CNC Horizontal Machining Center 038,CNC Machine,2016-10-16,Operational
190,MCH-000190,13,Case Sealing System 047,Packaging Machine,2016-02-22,Operational
191,MCH-000191,58,Flexible Packaging Line 048,Packaging Machine,2016-12-01,Operational
192,MCH-000192,20,CNC Plasma Cutting System 040,Cutting Machine,2017-09-22,Operational
193,MCH-000193,35,Hydraulic Press 037,Press Machine,2017-08-17,Operational
194,MCH-000194,7,Automated Carton Packer 049,Packaging Machine,2017-08-08,Operational
195,MCH-000195,18,High-Speed Labeling Machine 050,Packaging Machine,2017-06-16,Operational
196,MCH-000196,36,CNC Turning Center 039,CNC Machine,2018-07-03,Maintenance
197,MCH-000197,59,CNC Precision Mill 040,CNC Machine,2018-04-02,Operational
198,MCH-000198,31,CNC Vertical Machining Center 041,CNC Machine,2016-05-16,Operational
199,MCH-000199,48,Laser Cutting System 041,Cutting Machine,2017-01-23,Operational
200,MCH-000200,47,Robotic Assembly Cell 031,Assembly Machine,2016-07-22,Operational
201,MCH-000201,15,Precision Assembly Line 032,Assembly Machine,2017-04-01,Operational
202,MCH-000202,16,Case Sealing System 051,Packaging Machine,2016-06-15,Operational
203,MCH-000203,23,Precision Slitting Machine 042,Cutting Machine,2018-12-08,Operational
204,MCH-000204,37,Automated Assembly Cell 033,Assembly Machine,2018-11-20,Operational
205,MCH-000205,59,Flexible Packaging Line 052,Packaging Machine,2016-10-10,Operational
206,MCH-000206,80,Automated Carton Packer 053,Packaging Machine,2017-03-02,Operational
207,MCH-000207,69,Servo Assembly Station 034,Assembly Machine,2017-05-02,Inactive
208,MCH-000208,23,Industrial Sawing Center 043,Cutting Machine,2017-01-19,Operational
209,MCH-000209,21,High-Speed Labeling Machine 054,Packaging Machine,2018-08-28,Inactive
210,MCH-000210,46,Mechanical Stamping Press 038,Press Machine,2016-08-20,Operational
211,MCH-000211,32,CNC Plasma Cutting System 044,Cutting Machine,2017-11-09,Operational
212,MCH-000212,36,Case Sealing System 055,Packaging Machine,2018-07-13,Operational
213,MCH-000213,11,Precision Forming Press 039,Press Machine,2016-12-03,Operational
214,MCH-000214,96,Robotic Assembly Cell 035,Assembly Machine,2018-08-01,Operational
215,MCH-000215,55,CNC Horizontal Machining Center 042,CNC Machine,2018-05-09,Operational
216,MCH-000216,95,CNC Turning Center 043,CNC Machine,2016-07-13,Operational
217,MCH-000217,66,Flexible Packaging Line 056,Packaging Machine,2016-11-02,Operational
218,MCH-000218,19,Laser Cutting System 045,Cutting Machine,2017-02-18,Operational
219,MCH-000219,11,Servo Press System 040,Press Machine,2018-10-04,Maintenance
220,MCH-000220,20,Automated Carton Packer 057,Packaging Machine,2017-11-10,Maintenance
221,MCH-000221,86,Precision Slitting Machine 046,Cutting Machine,2017-03-03,Operational
222,MCH-000222,79,Industrial Sawing Center 047,Cutting Machine,2017-01-31,Operational
223,MCH-000223,86,Hydraulic Press 041,Press Machine,2018-07-17,Operational
224,MCH-000224,7,High-Speed Labeling Machine 058,Packaging Machine,2017-03-03,Operational
225,MCH-000225,36,Precision Assembly Line 036,Assembly Machine,2016-01-27,Operational
226,MCH-000226,77,Automated Assembly Cell 037,Assembly Machine,2018-04-25,Operational
227,MCH-000227,87,CNC Plasma Cutting System 048,Cutting Machine,2016-01-31,Operational
228,MCH-000228,19,Servo Assembly Station 038,Assembly Machine,2018-04-08,Inactive
229,MCH-000229,79,Mechanical Stamping Press 042,Press Machine,2016-09-21,Operational
230,MCH-000230,50,Case Sealing System 059,Packaging Machine,2018-10-04,Operational
231,MCH-000231,22,Robotic Assembly Cell 039,Assembly Machine,2018-02-04,Operational
232,MCH-000232,67,Precision Forming Press 043,Press Machine,2017-03-16,Operational
233,MCH-000233,69,Servo Press System 044,Press Machine,2018-02-11,Operational
234,MCH-000234,65,Flexible Packaging Line 060,Packaging Machine,2018-12-12,Operational
235,MCH-000235,13,Automated Carton Packer 061,Packaging Machine,2016-04-04,Operational
236,MCH-000236,69,CNC Precision Mill 044,CNC Machine,2016-11-10,Operational
237,MCH-000237,91,Laser Cutting System 049,Cutting Machine,2017-06-23,Operational
238,MCH-000238,63,Precision Slitting Machine 050,Cutting Machine,2017-08-14,Operational
239,MCH-000239,10,High-Speed Labeling Machine 062,Packaging Machine,2018-07-15,Operational
240,MCH-000240,69,Case Sealing System 063,Packaging Machine,2018-10-24,Operational
241,MCH-000241,53,Industrial Sawing Center 051,Cutting Machine,2018-08-13,Operational
242,MCH-000242,29,Hydraulic Press 045,Press Machine,2018-07-13,Maintenance
243,MCH-000243,80,Mechanical Stamping Press 046,Press Machine,2018-02-07,Operational
244,MCH-000244,19,Flexible Packaging Line 064,Packaging Machine,2017-11-27,Operational
245,MCH-000245,84,CNC Vertical Machining Center 045,CNC Machine,2016-04-01,Operational
246,MCH-000246,89,CNC Horizontal Machining Center 046,CNC Machine,2017-01-07,Operational
247,MCH-000247,98,Automated Carton Packer 065,Packaging Machine,2018-02-14,Operational
248,MCH-000248,36,High-Speed Labeling Machine 066,Packaging Machine,2017-07-20,Operational
249,MCH-000249,76,Case Sealing System 067,Packaging Machine,2018-09-19,Operational
250,MCH-000250,3,Precision Assembly Line 040,Assembly Machine,2017-10-22,Maintenance
251,MCH-000251,17,CNC Turning Center 047,CNC Machine,2018-09-02,Operational
252,MCH-000252,73,Automated Assembly Cell 041,Assembly Machine,2018-05-17,Operational
253,MCH-000253,90,Precision Forming Press 047,Press Machine,2016-06-11,Operational
254,MCH-000254,58,Servo Press System 048,Press Machine,2017-09-25,Operational
255,MCH-000255,39,CNC Precision Mill 048,CNC Machine,2016-05-03,Operational
256,MCH-000256,76,Hydraulic Press 049,Press Machine,2018-10-22,Operational
257,MCH-000257,17,Servo Assembly Station 042,Assembly Machine,2018-08-02,Operational
258,MCH-000258,21,CNC Vertical Machining Center 049,CNC Machine,2017-02-22,Operational
259,MCH-000259,3,CNC Horizontal Machining Center 050,CNC Machine,2017-05-10,Operational
260,MCH-000260,96,CNC Plasma Cutting System 052,Cutting Machine,2017-07-31,Operational
261,MCH-000261,54,Robotic Assembly Cell 043,Assembly Machine,2016-12-30,Operational
262,MCH-000262,7,Mechanical Stamping Press 050,Press Machine,2016-01-14,Operational
263,MCH-000263,55,CNC Turning Center 051,CNC Machine,2018-05-19,Maintenance
264,MCH-000264,32,Laser Cutting System 053,Cutting Machine,2016-08-31,Inactive
265,MCH-000265,50,Precision Assembly Line 044,Assembly Machine,2016-12-18,Maintenance
266,MCH-000266,98,Automated Assembly Cell 045,Assembly Machine,2017-05-12,Operational
267,MCH-000267,5,Precision Forming Press 051,Press Machine,2016-03-10,Maintenance
268,MCH-000268,1,Servo Press System 052,Press Machine,2018-01-22,Operational
269,MCH-000269,71,Precision Slitting Machine 054,Cutting Machine,2016-01-09,Operational
270,MCH-000270,66,CNC Precision Mill 052,CNC Machine,2016-07-05,Operational
271,MCH-000271,2,Industrial Sawing Center 055,Cutting Machine,2017-04-17,Maintenance
272,MCH-000272,2,Hydraulic Press 053,Press Machine,2016-04-21,Operational
273,MCH-000273,97,Servo Assembly Station 046,Assembly Machine,2018-11-07,Operational
274,MCH-000274,11,CNC Vertical Machining Center 053,CNC Machine,2017-01-23,Operational
275,MCH-000275,2,CNC Plasma Cutting System 056,Cutting Machine,2017-08-09,Inactive
276,MCH-000276,92,Mechanical Stamping Press 054,Press Machine,2018-02-05,Operational
277,MCH-000277,79,Flexible Packaging Line 068,Packaging Machine,2016-12-20,Operational
278,MCH-000278,19,Laser Cutting System 057,Cutting Machine,2017-12-31,Operational
279,MCH-000279,73,Precision Forming Press 055,Press Machine,2016-07-04,Operational
280,MCH-000280,7,Automated Carton Packer 069,Packaging Machine,2017-03-09,Operational
281,MCH-000281,29,Robotic Assembly Cell 047,Assembly Machine,2017-09-20,Maintenance
282,MCH-000282,78,Precision Assembly Line 048,Assembly Machine,2017-08-29,Operational
283,MCH-000283,97,Precision Slitting Machine 058,Cutting Machine,2017-07-17,Operational
284,MCH-000284,1,Industrial Sawing Center 059,Cutting Machine,2017-10-26,Maintenance
285,MCH-000285,76,High-Speed Labeling Machine 070,Packaging Machine,2018-01-13,Operational
286,MCH-000286,38,Servo Press System 056,Press Machine,2018-07-04,Operational
287,MCH-000287,98,CNC Horizontal Machining Center 054,CNC Machine,2016-11-05,Operational
288,MCH-000288,76,Case Sealing System 071,Packaging Machine,2017-08-20,Operational
289,MCH-000289,23,CNC Plasma Cutting System 060,Cutting Machine,2018-08-09,Operational
290,MCH-000290,25,Flexible Packaging Line 072,Packaging Machine,2016-12-18,Operational
291,MCH-000291,13,Laser Cutting System 061,Cutting Machine,2018-03-12,Maintenance
292,MCH-000292,2,Automated Assembly Cell 049,Assembly Machine,2016-12-29,Operational
293,MCH-000293,35,Servo Assembly Station 050,Assembly Machine,2018-03-29,Maintenance
294,MCH-000294,2,Hydraulic Press 057,Press Machine,2017-03-17,Operational
295,MCH-000295,82,Mechanical Stamping Press 058,Press Machine,2018-12-14,Operational
296,MCH-000296,16,Robotic Assembly Cell 051,Assembly Machine,2018-08-24,Operational
297,MCH-000297,86,CNC Turning Center 055,CNC Machine,2018-04-14,Operational
298,MCH-000298,99,CNC Precision Mill 056,CNC Machine,2017-10-09,Operational
299,MCH-000299,75,CNC Vertical Machining Center 057,CNC Machine,2018-10-01,Operational
300,MCH-000300,65,Precision Assembly Line 052,Assembly Machine,2016-11-17,Operational
301,MCH-000301,55,Precision Slitting Machine 062,Cutting Machine,2017-11-03,Operational
302,MCH-000302,59,Automated Assembly Cell 053,Assembly Machine,2018-09-19,Maintenance
303,MCH-000303,44,Servo Assembly Station 054,Assembly Machine,2017-08-30,Operational
304,MCH-000304,6,Precision Forming Press 059,Press Machine,2017-07-08,Operational
305,MCH-000305,89,Automated Carton Packer 073,Packaging Machine,2017-10-15,Operational
306,MCH-000306,96,CNC Horizontal Machining Center 058,CNC Machine,2017-03-27,Operational
307,MCH-000307,30,Servo Press System 060,Press Machine,2016-12-04,Operational
308,MCH-000308,56,High-Speed Labeling Machine 074,Packaging Machine,2017-10-29,Operational
309,MCH-000309,54,Hydraulic Press 061,Press Machine,2018-03-25,Operational
310,MCH-000310,23,Mechanical Stamping Press 062,Press Machine,2018-05-21,Operational
311,MCH-000311,35,Case Sealing System 075,Packaging Machine,2017-03-13,Operational
312,MCH-000312,4,Precision Forming Press 063,Press Machine,2017-04-01,Operational
313,MCH-000313,70,Industrial Sawing Center 063,Cutting Machine,2018-05-15,Operational
314,MCH-000314,63,CNC Plasma Cutting System 064,Cutting Machine,2018-11-07,Operational
315,MCH-000315,49,Flexible Packaging Line 076,Packaging Machine,2018-09-15,Operational
316,MCH-000316,81,CNC Turning Center 059,CNC Machine,2018-11-02,Operational
317,MCH-000317,38,Laser Cutting System 065,Cutting Machine,2016-04-23,Operational
318,MCH-000318,36,CNC Precision Mill 060,CNC Machine,2016-12-27,Operational
319,MCH-000319,69,Robotic Assembly Cell 055,Assembly Machine,2016-09-08,Maintenance
320,MCH-000320,22,Automated Carton Packer 077,Packaging Machine,2016-11-14,Operational
321,MCH-000321,94,Precision Assembly Line 056,Assembly Machine,2016-11-22,Operational
322,MCH-000322,21,Automated Assembly Cell 057,Assembly Machine,2016-10-08,Operational
323,MCH-000323,60,Servo Press System 064,Press Machine,2016-04-14,Operational
324,MCH-000324,93,High-Speed Labeling Machine 078,Packaging Machine,2016-09-14,Operational
325,MCH-000325,42,Servo Assembly Station 058,Assembly Machine,2016-08-22,Operational
326,MCH-000326,56,Precision Slitting Machine 066,Cutting Machine,2018-06-03,Maintenance
327,MCH-000327,75,CNC Vertical Machining Center 061,CNC Machine,2016-07-25,Operational
328,MCH-000328,43,Case Sealing System 079,Packaging Machine,2017-06-23,Operational
329,MCH-000329,34,CNC Horizontal Machining Center 062,CNC Machine,2018-11-12,Unknown
